	disease-id	gene-id	source
0	MESH:C000591739	1588	ORPHANET
1	MESH:C000596385	26504	UNIPROT
2	MESH:C000598645	9499	CTD_human;ORPHANET;UNIPROT
3	MESH:C000600608	29940	ORPHANET
4	MESH:C000600608	113189	CTD_human;ORPHANET;UNIPROT
5	MESH:C531600	857	HPO
6	MESH:C531600	1026	HPO
7	MESH:C531600	1027	HPO
8	MESH:C531600	1030	HPO
9	MESH:C531600	1031	HPO
10	MESH:C531600	2353	HPO
11	MESH:C531600	2778	HPO
12	MESH:C531600	3643	HPO
13	MESH:C531600	4221	HPO
14	MESH:C531600	5468	HPO
15	MESH:C531600	5573	HPO
16	MESH:C531600	9049	HPO
17	MESH:C531600	10555	HPO
18	MESH:C531600	26580	HPO
19	MESH:C531609	1893	HPO
20	MESH:C531609	3887	HPO
21	MESH:C531609	3889	HPO
22	MESH:C531609	3892	HPO
23	MESH:C531609	8626	HPO
24	MESH:C531617	283	CTD_human
25	MESH:C531617	331	CTD_human
26	MESH:C531617	598	CTD_human
27	MESH:C531617	682	CTD_human
28	MESH:C531617	794	CTD_human
29	MESH:C531617	834	CTD_human
30	MESH:C531617	924	CTD_human
31	MESH:C531617	968	CTD_human
32	MESH:C531617	1191	CTD_human
33	MESH:C531617	1270	CTD_human
34	MESH:C531617	1387	CTD_human
35	MESH:C531617	1471	CTD_human
36	MESH:C531617	1509	CTD_human
37	MESH:C531617	1639	CTD_human;UNIPROT
38	MESH:C531617	2251	CTD_human
39	MESH:C531617	2326	CTD_human
40	MESH:C531617	2353	CTD_human
41	MESH:C531617	2554	CTD_human
42	MESH:C531617	2637	CTD_human
43	MESH:C531617	2664	CTD_human
44	MESH:C531617	2670	CTD_human
45	MESH:C531617	2892	CTD_human
46	MESH:C531617	3297	CTD_human
47	MESH:C531617	3718	CTD_human
48	MESH:C531617	3727	CTD_human
49	MESH:C531617	3797	CTD_human
50	MESH:C531617	3949	CTD_human
51	MESH:C531617	4744	CTD_human
52	MESH:C531617	5154	CTD_human
53	MESH:C531617	5179	CTD_human
54	MESH:C531617	5444	CTD_human
55	MESH:C531617	5630	CTD_human
56	MESH:C531617	6256	CTD_human
57	MESH:C531617	6404	CTD_human
58	MESH:C531617	6464	CTD_human
59	MESH:C531617	6615	CTD_human
60	MESH:C531617	6647	CTD_human;UNIPROT
61	MESH:C531617	7074	CTD_human
62	MESH:C531617	7090	CTD_human
63	MESH:C531617	7114	CTD_human
64	MESH:C531617	7124	CTD_human
65	MESH:C531617	7431	CTD_human
66	MESH:C531617	7476	CTD_human
67	MESH:C531617	9118	CTD_human
68	MESH:C531617	10736	CTD_human
69	MESH:C531617	27040	CTD_human
70	MESH:C531617	120237	CTD_human
71	MESH:C531617	170825	CTD_human
72	MESH:C531617	340990	CTD_human
73	MESH:C531622	100499532	CTD_human
74	MESH:C531647	5314	ORPHANET
75	MESH:C531651	5191	CTD_human;ORPHANET;UNIPROT
76	MESH:C531660	538	HPO
77	MESH:C531660	1954	HPO
78	MESH:C531660	2006	HPO
79	MESH:C531660	2146	HPO
80	MESH:C531660	2200	HPO
81	MESH:C531660	2677	HPO
82	MESH:C531660	2934	HPO
83	MESH:C531660	5831	HPO
84	MESH:C531660	5832	HPO
85	MESH:C531660	6197	HPO
86	MESH:C531660	8425	HPO
87	MESH:C531660	9056	HPO
88	MESH:C531660	9180	HPO
89	MESH:C531660	9469	HPO
90	MESH:C531660	9791	HPO
91	MESH:C531660	10225	HPO
92	MESH:C531660	10516	HPO
93	MESH:C531660	11285	HPO
94	MESH:C531660	23545	HPO
95	MESH:C531660	26229	HPO
96	MESH:C531660	30008	HPO
97	MESH:C531660	51085	HPO
98	MESH:C531660	51594	HPO
99	MESH:C531660	54453	HPO
100	MESH:C531719	567	HPO
101	MESH:C531719	2706	HPO
102	MESH:C531719	3930	HPO
103	MESH:C531719	4000	HPO
104	MESH:C531719	10269	HPO
105	MESH:C531719	54941	HPO
106	MESH:C531815	8820	CTD_human
107	MESH:C531816	100	CTD_human;ORPHANET
108	MESH:C531854	3988	CTD_human
109	MESH:C535274	5640	CTD_human
110	MESH:C535277	352909	UNIPROT
111	MESH:C535278	1767	CTD_human;UNIPROT
112	MESH:C535279	408257	CTD_human
113	MESH:C535282	56975	CTD_human;ORPHANET;UNIPROT
114	MESH:C535284	2254	HPO
115	MESH:C535284	2260	HPO
116	MESH:C535284	2263	HPO
117	MESH:C535284	5447	HPO
118	MESH:C535284	6913	HPO
119	MESH:C535284	7476	HPO
120	MESH:C535284	8200	HPO
121	MESH:C535284	9791	HPO
122	MESH:C535288	9401	CTD_human;ORPHANET
123	MESH:C535289	8626	CTD_human;ORPHANET;UNIPROT
124	MESH:C535301	1959	CTD_human;ORPHANET;UNIPROT
125	MESH:C535301	4359	CTD_human;UNIPROT
126	MESH:C535302	1253	CTD_human
127	MESH:C535303	1254	CTD_human
128	MESH:C535306	3418	CTD_human
129	MESH:C535306	6576	ORPHANET;UNIPROT
130	MESH:C535306	79944	CTD_human
131	MESH:C535306	728294	CTD_human
132	MESH:C535308	56922	CTD_human;ORPHANET;UNIPROT
133	MESH:C535308	64087	ORPHANET
134	MESH:C535309	64087	CTD_human;UNIPROT
135	MESH:C535310	3033	CTD_human;ORPHANET;UNIPROT
136	MESH:C535311	80207	CTD_human;ORPHANET
137	MESH:C535313	9897	ORPHANET
138	MESH:C535313	28952	ORPHANET
139	MESH:C535314	9820	CTD_human;ORPHANET;UNIPROT
140	MESH:C535314	23363	ORPHANET
141	MESH:C535314	83987	ORPHANET
142	MESH:C535315	3242	HPO
143	MESH:C535322	26873	HPO;ORPHANET
144	MESH:C535323	3659	CTD_human
145	MESH:C535323	6208	CTD_human;ORPHANET
146	MESH:C535325	5805	CTD_human;ORPHANET;UNIPROT
147	MESH:C535326	6910	CTD_human;ORPHANET;UNIPROT
148	MESH:C535328	8173	CTD_human
149	MESH:C535328	84735	CTD_human
150	MESH:C535330	84565	CTD_human
151	MESH:C535331	2245	CTD_human;ORPHANET;UNIPROT
152	MESH:C535334	1910	CTD_human
153	MESH:C535337	79443	UNIPROT
154	MESH:C535338	907	CTD_human
155	MESH:C535338	4810	CTD_human
156	MESH:C535339	1969	UNIPROT
157	MESH:C535339	10306	CTD_human
158	MESH:C535342	2700	HPO
159	MESH:C535342	3299	CTD_human;HPO
160	MESH:C535343	128866	CTD_human;UNIPROT
161	MESH:C535344	5309	CTD_human;UNIPROT
162	MESH:C535347	23483	ORPHANET;UNIPROT
163	MESH:C535349	2138	CTD_human
164	MESH:C535349	387569	CTD_human
165	MESH:C535351	478	ORPHANET;UNIPROT
166	MESH:C535351	4976	ORPHANET
167	MESH:C535356	7948	CTD_human
168	MESH:C535358	772	CTD_human
169	MESH:C535358	3000	ORPHANET;ORPHANET
170	MESH:C535358	5961	ORPHANET;ORPHANET
171	MESH:C535362	473	ORPHANET
172	MESH:C535362	2563	ORPHANET
173	MESH:C535362	6497	ORPHANET
174	MESH:C535362	8514	ORPHANET
175	MESH:C535362	63976	ORPHANET
176	MESH:C535374	3861	CTD_human;ORPHANET
177	MESH:C535376	8231	CTD_human
178	MESH:C535377	3655	CTD_human;ORPHANET
179	MESH:C535377	3691	CTD_human;ORPHANET;UNIPROT
180	MESH:C535378	4604	ORPHANET
181	MESH:C535378	4621	ORPHANET
182	MESH:C535378	7136	ORPHANET
183	MESH:C535378	7140	ORPHANET
184	MESH:C535378	7169	CTD_human;ORPHANET;UNIPROT
185	MESH:C535378	259232	ORPHANET
186	MESH:C535380	7317	CTD_human;ORPHANET;UNIPROT
187	MESH:C535382	26276	CTD_human;ORPHANET;UNIPROT
188	MESH:C535382	63894	CTD_human;ORPHANET
189	MESH:C535387	8838	CTD_human;ORPHANET;UNIPROT
190	MESH:C535388	5631	CTD_human;ORPHANET;UNIPROT
191	MESH:C535393	335	CTD_human
192	MESH:C535393	338	CTD_human
193	MESH:C535393	7274	CTD_human;ORPHANET;UNIPROT
194	MESH:C535395	1836	CTD_human;ORPHANET;UNIPROT
195	MESH:C535396	2317	CTD_human;ORPHANET;UNIPROT
196	MESH:C535397	3198	CTD_human;ORPHANET;ORPHANET
197	MESH:C535407	18	CTD_human;ORPHANET;UNIPROT
198	MESH:C535408	1491	CTD_human;ORPHANET
199	MESH:C535413	3315	CTD_human;ORPHANET;UNIPROT
200	MESH:C535415	54332	ORPHANET
201	MESH:C535415	619496	CTD_human
202	MESH:C535416	4359	CTD_human;ORPHANET;UNIPROT
203	MESH:C535417	4359	CTD_human;ORPHANET;UNIPROT
204	MESH:C535418	54332	CTD_human;ORPHANET;UNIPROT
205	MESH:C535419	54332	CTD_human;ORPHANET;UNIPROT
206	MESH:C535420	8898	CTD_human;ORPHANET;UNIPROT
207	MESH:C535421	81846	CTD_human;ORPHANET
208	MESH:C535423	79628	CTD_human;ORPHANET;UNIPROT
209	MESH:C535424	5624	CTD_human
210	MESH:C535425	1291	HPO
211	MESH:C535425	1292	HPO
212	MESH:C535425	1293	HPO
213	MESH:C535425	4222	HPO
214	MESH:C535425	5528	HPO
215	MESH:C535425	9573	HPO
216	MESH:C535428	1816	CTD_human
217	MESH:C535434	38	CTD_human;ORPHANET;UNIPROT
218	MESH:C535436	1291	CTD_human;ORPHANET;UNIPROT
219	MESH:C535436	1292	CTD_human;ORPHANET;UNIPROT
220	MESH:C535436	1293	CTD_human;ORPHANET;UNIPROT
221	MESH:C535436	1303	ORPHANET
222	MESH:C535440	285440	CTD_human;ORPHANET;UNIPROT
223	MESH:C535441	158326	CTD_human
224	MESH:C535442	80270	CTD_human;ORPHANET;UNIPROT
225	MESH:C535443	6718	CTD_human;ORPHANET;UNIPROT
226	MESH:C535444	23600	CTD_human;ORPHANET;UNIPROT
227	MESH:C535456	9663	HPO
228	MESH:C535459	29899	CTD_human;ORPHANET
229	MESH:C535460	51128	CTD_human;ORPHANET;UNIPROT
230	MESH:C535463	9742	ORPHANET;UNIPROT
231	MESH:C535463	26160	ORPHANET
232	MESH:C535464	2627	UNIPROT
233	MESH:C535464	2657	CTD_human;UNIPROT
234	MESH:C535464	6899	CTD_human;UNIPROT
235	MESH:C535464	23414	UNIPROT
236	MESH:C535464	55997	CTD_human
237	MESH:C535464	137814	CTD_human;UNIPROT
238	MESH:C535466	3786	CTD_human;UNIPROT
239	MESH:C535473	83959	CTD_human;ORPHANET;UNIPROT
240	MESH:C535474	7045	CTD_human;ORPHANET;UNIPROT
241	MESH:C535475	29914	CTD_human;HPO;ORPHANET;UNIPROT
242	MESH:C535476	7045	CTD_human;ORPHANET;UNIPROT
243	MESH:C535477	7045	CTD_human;ORPHANET;UNIPROT
244	MESH:C535478	1296	CTD_human;UNIPROT
245	MESH:C535479	100188278	CTD_human
246	MESH:C535480	4070	CTD_human;ORPHANET
247	MESH:C535483	4621	CTD_human;ORPHANET;UNIPROT
248	MESH:C535483	259232	ORPHANET
249	MESH:C535493	1832	CTD_human;ORPHANET
250	MESH:C535493	3728	ORPHANET
251	MESH:C535494	977	HPO
252	MESH:C535494	1280	HPO
253	MESH:C535494	1294	CTD_human;HPO;ORPHANET;UNIPROT
254	MESH:C535499	574044	CTD_human
255	MESH:C535500	5602	CTD_human
256	MESH:C535501	1311	CTD_human;ORPHANET;UNIPROT
257	MESH:C535502	1298	CTD_human
258	MESH:C535503	1299	CTD_human;UNIPROT
259	MESH:C535504	1836	CTD_human;ORPHANET;UNIPROT
260	MESH:C535505	4148	CTD_human;ORPHANET;UNIPROT
261	MESH:C535506	773	CTD_human;ORPHANET;UNIPROT
262	MESH:C535507	4627	CTD_human;ORPHANET;UNIPROT;UNIPROT
263	MESH:C535516	2271	CTD_human;HPO;ORPHANET;UNIPROT
264	MESH:C535519	3248	ORPHANET
265	MESH:C535520	3172	ORPHANET
266	MESH:C535520	6928	CTD_human;ORPHANET;UNIPROT
267	MESH:C535521	8842	CTD_human;UNIPROT
268	MESH:C535522	6334	ORPHANET
269	MESH:C535522	112476	ORPHANET;UNIPROT
270	MESH:C535523	56652	CTD_human;ORPHANET;UNIPROT
271	MESH:C535530	3459	ORPHANET
272	MESH:C535531	1298	CTD_human;UNIPROT
273	MESH:C535531	1299	CTD_human
274	MESH:C535531	1301	CTD_human
275	MESH:C535531	4318	CTD_human
276	MESH:C535531	7058	CTD_human
277	MESH:C535531	8483	CTD_human
278	MESH:C535531	54829	CTD_human
279	MESH:C535532	2316	CTD_human
280	MESH:C535532	8268	CTD_human
281	MESH:C535535	2296	CTD_human;UNIPROT
282	MESH:C535536	5308	CTD_human;UNIPROT
283	MESH:C535538	3548	CTD_human
284	MESH:C535540	9496	CTD_human;ORPHANET;UNIPROT
285	MESH:C535541	27034	CTD_human;ORPHANET;UNIPROT
286	MESH:C535544	57167	CTD_human;ORPHANET
287	MESH:C535547	10305	CTD_human
288	MESH:C535550	6913	CTD_human;ORPHANET
289	MESH:C535554	4547	CTD_human
290	MESH:C535554	5465	CTD_human
291	MESH:C535554	65076	CTD_human
292	MESH:C535556	57792	CTD_human
293	MESH:C535557	117581	ORPHANET;UNIPROT
294	MESH:C535559	50945	ORPHANET
295	MESH:C535562	1487	HPO
296	MESH:C535562	2146	HPO
297	MESH:C535562	2263	HPO
298	MESH:C535562	3052	HPO
299	MESH:C535562	3897	HPO
300	MESH:C535562	3954	HPO
301	MESH:C535562	4593	HPO
302	MESH:C535562	5277	HPO
303	MESH:C535562	5913	HPO
304	MESH:C535562	7468	HPO
305	MESH:C535562	8820	HPO
306	MESH:C535562	10815	HPO
307	MESH:C535562	53834	HPO
308	MESH:C535563	117193	CTD_human
309	MESH:C535566	57724	CTD_human;ORPHANET;UNIPROT
310	MESH:C535568	4010	HPO
311	MESH:C535568	4998	HPO
312	MESH:C535568	6597	HPO
313	MESH:C535568	6598	HPO
314	MESH:C535568	6605	HPO
315	MESH:C535568	6664	HPO
316	MESH:C535568	8200	HPO
317	MESH:C535568	8289	HPO
318	MESH:C535568	8830	CTD_human
319	MESH:C535568	9401	HPO
320	MESH:C535568	9496	HPO
321	MESH:C535568	9939	HPO
322	MESH:C535568	23594	HPO
323	MESH:C535572	3764	ORPHANET
324	MESH:C535572	10060	CTD_human;ORPHANET;UNIPROT
325	MESH:C535575	207	CTD_human
326	MESH:C535575	540	CTD_human
327	MESH:C535575	841	CTD_human
328	MESH:C535575	1029	CTD_human
329	MESH:C535575	1244	CTD_human
330	MESH:C535575	3202	CTD_human
331	MESH:C535575	3236	CTD_human
332	MESH:C535575	3237	CTD_human
333	MESH:C535575	3621	CTD_human;ORPHANET;UNIPROT
334	MESH:C535575	3814	CTD_human
335	MESH:C535575	4255	CTD_human
336	MESH:C535575	4363	CTD_human
337	MESH:C535575	5243	CTD_human
338	MESH:C535575	5290	CTD_human
339	MESH:C535575	5728	CTD_human;ORPHANET;UNIPROT
340	MESH:C535575	5743	CTD_human
341	MESH:C535575	6648	CTD_human
342	MESH:C535575	6774	CTD_human
343	MESH:C535575	6845	CTD_human
344	MESH:C535575	7157	CTD_human
345	MESH:C535575	7465	CTD_human
346	MESH:C535575	8795	CTD_human
347	MESH:C535575	8900	CTD_human
348	MESH:C535575	9429	CTD_human
349	MESH:C535575	10397	CTD_human
350	MESH:C535575	10413	CTD_human
351	MESH:C535575	50814	CTD_human
352	MESH:C535575	54556	UNIPROT
353	MESH:C535575	282617	CTD_human
354	MESH:C535575	407007	CTD_human
355	MESH:C535576	2316	CTD_human;UNIPROT
356	MESH:C535579	673	CTD_human;ORPHANET;UNIPROT
357	MESH:C535579	3265	CTD_human
358	MESH:C535579	3845	CTD_human;ORPHANET
359	MESH:C535579	5604	CTD_human;ORPHANET
360	MESH:C535579	5605	CTD_human;ORPHANET
361	MESH:C535579	5781	CTD_human
362	MESH:C535580	4000	ORPHANET
363	MESH:C535581	1832	CTD_human;ORPHANET
364	MESH:C535584	3052	HPO
365	MESH:C535584	4519	ORPHANET;UNIPROT
366	MESH:C535586	5648	CTD_human
367	MESH:C535586	78989	CTD_human;UNIPROT
368	MESH:C535588	1374	CTD_human;ORPHANET;UNIPROT
369	MESH:C535598	6535	CTD_human;ORPHANET;UNIPROT
370	MESH:C535600	1621	CTD_human;ORPHANET;UNIPROT
371	MESH:C535601	190	CTD_human
372	MESH:C535602	2202	CTD_human;ORPHANET;UNIPROT
373	MESH:C535602	3075	ORPHANET
374	MESH:C535602	3426	ORPHANET
375	MESH:C535607	103	CTD_human
376	MESH:C535607	11277	CTD_human;UNIPROT
377	MESH:C535607	25939	CTD_human
378	MESH:C535607	64135	CTD_human
379	MESH:C535607	79621	CTD_human;UNIPROT
380	MESH:C535607	100506658	CTD_human;ORPHANET;UNIPROT
381	MESH:C535608	25939	CTD_human;UNIPROT
382	MESH:C535612	7476	CTD_human;ORPHANET;UNIPROT
383	MESH:C535627	3209	CTD_human;ORPHANET;UNIPROT
384	MESH:C535639	652	ORPHANET
385	MESH:C535639	4990	ORPHANET
386	MESH:C535642	84168	ORPHANET
387	MESH:C535648	330	ORPHANET
388	MESH:C535648	3492	ORPHANET
389	MESH:C535648	8915	HPO;ORPHANET
390	MESH:C535648	10892	ORPHANET
391	MESH:C535648	27086	ORPHANET
392	MESH:C535655	10060	ORPHANET
393	MESH:C535656	93956	CTD_human
394	MESH:C535657	57688	ORPHANET
395	MESH:C535658	8200	CTD_human;ORPHANET
396	MESH:C535661	4882	CTD_human;ORPHANET;UNIPROT
397	MESH:C535662	2200	ORPHANET;UNIPROT;ORPHANET
398	MESH:C535662	4054	ORPHANET;ORPHANET
399	MESH:C535662	4087	CTD_human
400	MESH:C535662	7040	CTD_human
401	MESH:C535662	9719	CTD_human;ORPHANET
402	MESH:C535663	4853	ORPHANET
403	MESH:C535664	85505	CTD_human
404	MESH:C535668	4221	HPO
405	MESH:C535668	5443	HPO
406	MESH:C535668	9049	HPO
407	MESH:C535668	9095	HPO
408	MESH:C535677	9775	ORPHANET;UNIPROT
409	MESH:C535679	182	HPO
410	MESH:C535679	1487	HPO
411	MESH:C535679	2296	ORPHANET;ORPHANET;CTD_human;UNIPROT;CTD_human
412	MESH:C535679	3954	HPO
413	MESH:C535679	5080	CTD_human
414	MESH:C535679	5295	HPO
415	MESH:C535679	5308	HPO;ORPHANET;ORPHANET;CTD_human;UNIPROT
416	MESH:C535679	7468	HPO
417	MESH:C535679	10815	HPO
418	MESH:C535679	53834	HPO
419	MESH:C535680	6012	CTD_human
420	MESH:C535683	58	ORPHANET
421	MESH:C535683	4625	ORPHANET
422	MESH:C535683	7273	ORPHANET
423	MESH:C535683	57190	CTD_human;ORPHANET;UNIPROT
424	MESH:C535684	5308	CTD_human;ORPHANET;UNIPROT
425	MESH:C535686	859	CTD_human
426	MESH:C535686	6022	CTD_human
427	MESH:C535687	157570	CTD_human;ORPHANET;UNIPROT
428	MESH:C535689	64327	ORPHANET
429	MESH:C535689	145282	CTD_human
430	MESH:C535690	33	ORPHANET
431	MESH:C535694	6261	CTD_human
432	MESH:C535695	4264	CTD_human
433	MESH:C535696	7977	CTD_human
434	MESH:C535697	4265	CTD_human
435	MESH:C535698	779	CTD_human
436	MESH:C535699	4266	CTD_human
437	MESH:C535702	23417	CTD_human;ORPHANET
438	MESH:C535702	197322	CTD_human
439	MESH:C535703	4000	ORPHANET;UNIPROT
440	MESH:C535704	5648	CTD_human
441	MESH:C535704	78989	CTD_human
442	MESH:C535705	4000	CTD_human;ORPHANET;UNIPROT
443	MESH:C535705	4318	CTD_human
444	MESH:C535706	10269	CTD_human;ORPHANET;UNIPROT
445	MESH:C535707	9533	CTD_human;UNIPROT
446	MESH:C535715	10280	ORPHANET
447	MESH:C535715	80768	CTD_human
448	MESH:C535716	10397	CTD_human;ORPHANET
449	MESH:C535717	10342	ORPHANET;UNIPROT
450	MESH:C535717	50989	CTD_human
451	MESH:C535718	3981	ORPHANET
452	MESH:C535718	54888	ORPHANET
453	MESH:C535720	1063	HPO
454	MESH:C535720	2294	HPO
455	MESH:C535720	2623	HPO
456	MESH:C535720	4613	HPO
457	MESH:C535720	6299	HPO
458	MESH:C535720	9723	HPO
459	MESH:C535720	55636	HPO
460	MESH:C535725	9820	ORPHANET
461	MESH:C535725	23363	ORPHANET
462	MESH:C535725	83987	ORPHANET
463	MESH:C535726	54808	CTD_human;ORPHANET;UNIPROT
464	MESH:C535729	103	CTD_human;ORPHANET;UNIPROT
465	MESH:C535731	767	ORPHANET
466	MESH:C535731	7436	CTD_human;ORPHANET
467	MESH:C535731	51761	ORPHANET
468	MESH:C535731	124997	ORPHANET
469	MESH:C535733	100529146	CTD_human
470	MESH:C535736	2260	ORPHANET;UNIPROT
471	MESH:C535737	23474	CTD_human;ORPHANET;UNIPROT
472	MESH:C535738	6785	ORPHANET;UNIPROT
473	MESH:C535739	5373	CTD_human;ORPHANET;UNIPROT
474	MESH:C535740	4351	CTD_human;ORPHANET;UNIPROT
475	MESH:C535741	29929	CTD_human;ORPHANET;UNIPROT
476	MESH:C535742	10195	CTD_human;ORPHANET;UNIPROT
477	MESH:C535743	8813	CTD_human;ORPHANET;UNIPROT
478	MESH:C535744	9526	CTD_human;ORPHANET;UNIPROT
479	MESH:C535745	79087	CTD_human;ORPHANET;UNIPROT
480	MESH:C535746	79053	CTD_human;ORPHANET;UNIPROT
481	MESH:C535747	85365	CTD_human;ORPHANET
482	MESH:C535748	1798	CTD_human;ORPHANET;UNIPROT
483	MESH:C535749	56052	CTD_human;ORPHANET;UNIPROT
484	MESH:C535750	79796	CTD_human;ORPHANET;UNIPROT
485	MESH:C535752	4247	CTD_human;ORPHANET;UNIPROT
486	MESH:C535753	2683	CTD_human
487	MESH:C535754	91949	CTD_human;ORPHANET
488	MESH:C535755	55343	CTD_human;ORPHANET;UNIPROT
489	MESH:C535756	9382	CTD_human;ORPHANET
490	MESH:C535759	1103	CTD_human;UNIPROT
491	MESH:C535761	4868	ORPHANET;UNIPROT;CTD_human;HPO
492	MESH:C535761	7827	UNIPROT
493	MESH:C535761	51196	CTD_human;UNIPROT
494	MESH:C535765	1497	CTD_human;ORPHANET;UNIPROT
495	MESH:C535766	1280	ORPHANET;UNIPROT
496	MESH:C535767	132158	ORPHANET
497	MESH:C535773	8905	CTD_human;ORPHANET
498	MESH:C535776	1280	ORPHANET
499	MESH:C535776	1302	CTD_human;ORPHANET;UNIPROT
500	MESH:C535780	2317	CTD_human;ORPHANET
501	MESH:C535781	3955	CTD_human;UNIPROT
502	MESH:C535781	145873	CTD_human
503	MESH:C535782	54	CTD_human;ORPHANET
504	MESH:C535784	3835	ORPHANET;UNIPROT
505	MESH:C535785	54187	ORPHANET;UNIPROT
506	MESH:C535788	1280	CTD_human;ORPHANET;UNIPROT
507	MESH:C535789	9469	CTD_human;ORPHANET;UNIPROT
508	MESH:C535793	1280	ORPHANET
509	MESH:C535794	1280	ORPHANET
510	MESH:C535797	1280	CTD_human
511	MESH:C535797	59341	CTD_human;ORPHANET;UNIPROT
512	MESH:C535798	2879	ORPHANET
513	MESH:C535799	1280	CTD_human;ORPHANET
514	MESH:C535802	673	HPO
515	MESH:C535802	1281	HPO
516	MESH:C535802	1289	HPO
517	MESH:C535802	1947	HPO
518	MESH:C535802	4222	HPO
519	MESH:C535802	4882	HPO
520	MESH:C535802	5077	HPO
521	MESH:C535802	5727	HPO
522	MESH:C535802	5781	HPO
523	MESH:C535802	5894	HPO
524	MESH:C535802	7068	HPO
525	MESH:C535802	8643	HPO
526	MESH:C535802	9573	HPO
527	MESH:C535802	10801	HPO
528	MESH:C535802	51684	HPO
529	MESH:C535802	54499	HPO
530	MESH:C535803	7915	CTD_human;ORPHANET;UNIPROT
531	MESH:C535804	24	ORPHANET;CTD_human;UNIPROT
532	MESH:C535804	5961	ORPHANET
533	MESH:C535804	6785	ORPHANET
534	MESH:C535804	8842	ORPHANET
535	MESH:C535804	54714	ORPHANET;CTD_human;UNIPROT
536	MESH:C535805	6785	CTD_human
537	MESH:C535807	4156	CTD_human
538	MESH:C535808	1678	CTD_human;ORPHANET;UNIPROT
539	MESH:C535811	4337	CTD_human;HPO
540	MESH:C535811	4338	CTD_human;HPO
541	MESH:C535811	10243	CTD_human;HPO
542	MESH:C535813	3098	ORPHANET
543	MESH:C535813	59333	CTD_human
544	MESH:C535819	1311	CTD_human;ORPHANET;UNIPROT
545	MESH:C535821	2706	HPO
546	MESH:C535821	2733	HPO
547	MESH:C535821	51371	HPO
548	MESH:C535821	55612	HPO
549	MESH:C535827	6521	ORPHANET;UNIPROT
550	MESH:C535830	6716	CTD_human;ORPHANET;UNIPROT
551	MESH:C535832	1438	ORPHANET
552	MESH:C535832	1439	ORPHANET
553	MESH:C535833	2982	CTD_human
554	MESH:C535836	196	CTD_human
555	MESH:C535837	672	ORPHANET
556	MESH:C535837	675	ORPHANET
557	MESH:C535837	1029	ORPHANET
558	MESH:C535837	3845	ORPHANET
559	MESH:C535837	4089	ORPHANET
560	MESH:C535837	7157	ORPHANET
561	MESH:C535837	23022	ORPHANET
562	MESH:C535837	79728	ORPHANET
563	MESH:C535843	673	ORPHANET
564	MESH:C535845	3242	CTD_human;ORPHANET
565	MESH:C535847	8626	CTD_human;UNIPROT
566	MESH:C535849	51057	ORPHANET
567	MESH:C535852	4000	CTD_human;ORPHANET
568	MESH:C535857	4626	CTD_human;ORPHANET;UNIPROT
569	MESH:C535858	3930	CTD_human;ORPHANET
570	MESH:C535860	2324	CTD_human;UNIPROT
571	MESH:C535860	3791	CTD_human;UNIPROT
572	MESH:C535860	7909	CTD_human
573	MESH:C535860	84168	CTD_human
574	MESH:C535861	440275	UNIPROT
575	MESH:C535863	4920	CTD_human;ORPHANET;UNIPROT
576	MESH:C535866	100151683	CTD_human;ORPHANET
577	MESH:C535880	197131	CTD_human;ORPHANET;UNIPROT
578	MESH:C535887	3689	CTD_human;ORPHANET;UNIPROT
579	MESH:C535889	5333	ORPHANET;UNIPROT
580	MESH:C535895	825	CTD_human;ORPHANET;UNIPROT
581	MESH:C535896	6444	CTD_human;ORPHANET;UNIPROT
582	MESH:C535897	22954	CTD_human;ORPHANET;UNIPROT
583	MESH:C535898	4000	CTD_human;ORPHANET;UNIPROT
584	MESH:C535899	8291	CTD_human;ORPHANET;UNIPROT
585	MESH:C535900	6445	CTD_human;ORPHANET;UNIPROT
586	MESH:C535902	6443	CTD_human;ORPHANET;UNIPROT
587	MESH:C535903	8626	CTD_human;ORPHANET
588	MESH:C535904	64788	CTD_human
589	MESH:C535906	9499	CTD_human;ORPHANET;UNIPROT
590	MESH:C535909	91179	ORPHANET;UNIPROT
591	MESH:C535910	63895	ORPHANET;UNIPROT
592	MESH:C535911	7048	ORPHANET
593	MESH:C535912	50823	CTD_human
594	MESH:C535912	55806	CTD_human;ORPHANET
595	MESH:C535912	79574	ORPHANET
596	MESH:C535916	6023	CTD_human;ORPHANET
597	MESH:C535918	1055	CTD_human
598	MESH:C535919	2705	CTD_human;ORPHANET;UNIPROT
599	MESH:C535924	11277	CTD_human;ORPHANET;UNIPROT
600	MESH:C535924	25939	CTD_human;ORPHANET
601	MESH:C535924	340061	CTD_human
602	MESH:C535932	5205	ORPHANET
603	MESH:C535932	5244	CTD_human;ORPHANET
604	MESH:C535932	7124	CTD_human
605	MESH:C535932	8647	ORPHANET
606	MESH:C535932	9971	ORPHANET
607	MESH:C535933	5205	CTD_human;ORPHANET;UNIPROT
608	MESH:C535933	5244	CTD_human
609	MESH:C535933	8647	CTD_human
610	MESH:C535934	8647	CTD_human;ORPHANET;UNIPROT
611	MESH:C535934	9414	ORPHANET
612	MESH:C535935	5244	CTD_human;ORPHANET;UNIPROT
613	MESH:C535938	882	CTD_human
614	MESH:C535941	415	CTD_human;ORPHANET;UNIPROT
615	MESH:C535942	982	CTD_human
616	MESH:C535942	7045	CTD_human;ORPHANET;UNIPROT
