food-id	pubchem-id	references
Plant ID:180767	493570.0	USDA
Plant ID:180767	493570.0	USDA
Plant ID:180767	923.0	USDA
Plant ID:180767	962.0	USDA
Plant ID:180767	1130.0	USDA
Plant ID:180772	5280343.0	PHENOL EXPLORER
Plant ID:180772	5280450.0	DTU
Plant ID:180772	5280450.0	DTU
Plant ID:180772	5460584.0	DTU; USDA
Plant ID:180772	5460584.0	DTU; USDA
Plant ID:180772	271.0	DTU; USDA
Plant ID:180772	271.0	DTU; USDA
Plant ID:180772	27099.0	DTU
Plant ID:180772	6037.0	DTU
Plant ID:180772	985.0	DTU
Plant ID:180772	27284.0	DTU; USDA
Plant ID:180772	5280863.0	PHENOL EXPLORER
Plant ID:180772	644104.0	DTU; USDA
Plant ID:180772	6305.0	DTU
Plant ID:180772	888.0	DTU
Plant ID:180772	27854.0	DTU
Plant ID:180772	934.0	DTU
Plant ID:180772	938.0	DTU; USDA
Plant ID:180772	5281.0	DTU
Plant ID:180772	5462309.0	DTU; USDA
Plant ID:180772	813.0	DTU
Plant ID:180772	1054.0	DTU
Plant ID:180772	445354.0	DTU; USDA
Plant ID:180772	493570.0	DTU; USDA
Plant ID:180772	923.0	DTU
Plant ID:180772	6202.0	DTU
Plant ID:180772	962.0	DTU; USDA
Plant ID:180772	32051.0	DTU
Plant ID:180772	5280934.0	DTU
Plant ID:180772	5280489.0	DTU
Plant ID:180772	637542.0	PHENOL EXPLORER
Plant ID:180772	9064.0	KNAPSACK
Plant ID:180772	9064.0	KNAPSACK
Plant ID:180772	439709.0	DTU
Plant ID:180772	5793.0	DTU
Plant ID:180772	72276.0	KNAPSACK
Plant ID:180772	807.0	DTU
Plant ID:180772	5280459.0	PHENOL EXPLORER
Plant ID:180772	5988.0	DTU
Plant ID:180772	1130.0	USDA
Plant ID:180772	14985.0	DTU
Plant ID:180772	171548.0	DTU
Plant ID:180772	171548.0	DTU
Plant ID:180772	27668.0	DTU
Plant ID:180772	1549111.0	PHENOL EXPLORER
Plant ID:180772	1549111.0	PHENOL EXPLORER
Plant ID:180772	5282102.0	PHENOL EXPLORER
Plant ID:180772	5282102.0	PHENOL EXPLORER
Plant ID:180772	4481259.0	PHENOL EXPLORER
Plant ID:180772	445638.0	DTU
Plant ID:180772	5281643.0	PHENOL EXPLORER
Plant ID:180772	11250133.0	KNAPSACK
Plant ID:180772	146798.0	KNAPSACK
Plant ID:180772	147299.0	KNAPSACK
Plant ID:180772	124017.0	KNAPSACK
Plant ID:180772	474541.0	KNAPSACK
Plant ID:180772	9872976.0	KNAPSACK
Plant ID:180772	124025.0	KNAPSACK
Plant ID:180772	72277.0	KNAPSACK
Plant ID:180772	5372954.0	PHENOL EXPLORER
Plant ID:180772	441699.0	PHENOL EXPLORER
Plant ID:180772	65084.0	KNAPSACK
Plant ID:180772	16130973.0	KNAPSACK
Plant ID:180772	475277.0	KNAPSACK
Plant ID:180772	785.0	KNAPSACK
Plant ID:180772	440936.0	KNAPSACK
Plant ID:180772	440936.0	KNAPSACK
Plant ID:180772	12308704.0	PHENOL EXPLORER
Plant ID:180772	12308704.0	PHENOL EXPLORER
Plant ID:180772	443654.0	PHENOL EXPLORER
Plant ID:180772	46173958.0	KNAPSACK
Plant ID:180772	46173959.0	KNAPSACK
Plant ID:180772	10350652.0	KNAPSACK
Plant ID:180772	474540.0	KNAPSACK
Plant ID:57936	5460584.0	USDA; DUKE
Plant ID:57936	271.0	USDA; DUKE
Plant ID:57936	9064.0	PHENOL EXPLORER
Plant ID:57936	27668.0	DUKE
Plant ID:57936	104727.0	DUKE
Plant ID:57936	104734.0	DUKE
Plant ID:57936	5462311.0	DUKE
Plant ID:57936	24408.0	DUKE
Plant ID:57936	31193.0	DUKE
Plant ID:57936	1549111.0	PHENOL EXPLORER
Plant ID:82528	5280343.0	DUKE
Plant ID:82528	5280450.0	DUKE
Plant ID:82528	5280450.0	DUKE
Plant ID:82528	6322.0	DUKE
Plant ID:82528	5460584.0	USDA; DUKE
Plant ID:82528	271.0	USDA
Plant ID:82528	27099.0	USDA; DUKE
Plant ID:82528	6037.0	USDA
Plant ID:82528	750.0	DUKE
Plant ID:82528	985.0	USDA; DUKE
Plant ID:82528	27284.0	USDA
Plant ID:82528	5280863.0	DUKE; KNAPSACK
Plant ID:82528	5950.0	DUKE
Plant ID:82528	644104.0	USDA
Plant ID:82528	5960.0	DUKE
Plant ID:82528	67678.0	DUKE
Plant ID:82528	33032.0	DUKE
Plant ID:82528	6274.0	DUKE
Plant ID:82528	6106.0	DUKE
Plant ID:82528	5962.0	DUKE
Plant ID:82528	6137.0	DUKE
Plant ID:82528	6140.0	DUKE
Plant ID:82528	145742.0	DUKE
Plant ID:82528	5951.0	DUKE
