pmid	food-id	disease-id	association
28213107	Plant ID:74645	MESH:D003920	Positive
28262116	Plant ID:4230	MESH:D003221	Positive
28315314	Plant ID:4097	MESH:D009369	Negative
28318340	Plant ID:4097	MESH:D041882	Negative
28318585	Plant ID:4682	MESH:D003643	Positive
28319671	Plant ID:78534	MESH:D003920	Positive
28319671	Plant ID:78534	MESH:D003920	Positive
28319671	Plant ID:78534	MESH:D006937	Positive
28320040	Plant ID:3494	MESH:D066126	Positive
28320254	Plant ID:4577	MESH:D008288	Positive
28320254	Plant ID:4577	MESH:D008288	Positive
28320702	Plant ID:4097	MESH:D002277	Negative
28320702	Plant ID:4097	MESH:D002294	Negative
28323393	Plant ID:233744	MESH:D003920	Positive
11284794	Plant ID:4097	MESH:D001249	Negative
11284794	Plant ID:4097	MESH:D001249	Negative
11285045	Plant ID:13443	MESH:D002637	Negative
11285101	Plant ID:4097	MESH:D019966	Negative
11285683	Plant ID:66672	MESH:D004342	Negative
11285683	Plant ID:66672	MESH:D014581	Negative
11285683	Plant ID:66672	MESH:D000707	Negative
11287272	Plant ID:4097	MESH:D009369	Negative
11287272	Plant ID:184783	MESH:D009369	Negative
11287282	Plant ID:4097	MESH:D009369	Negative
11287283	Plant ID:184783	MESH:D009914	Negative
11287283	Plant ID:4097	MESH:D009914	Negative
11289117	Plant ID:4097	MESH:D009369	Negative
11289249	Plant ID:4097	MESH:D009369	Negative
11289249	Plant ID:4097	MESH:D001943	Negative
11289249	Plant ID:4097	MESH:D001943	Negative
11289249	Plant ID:4097	MESH:D001943	Negative
11291049	Plant ID:4097	MESH:D001943	Negative
11291060	Plant ID:3750	MESH:D008175	Negative
11291066	Plant ID:4097	MESH:D009062	Negative
11292069	Plant ID:52471	MESH:D004194	Positive
11292069	Plant ID:52471	MESH:D063646	Positive
11293473	Plant ID:3832	MESH:D015835	Negative
11295297	Plant ID:137221	MESH:D012871	Positive
11295297	Plant ID:68554	MESH:D012871	Positive
11295297	Plant ID:65409	MESH:D012871	Positive
11297797	Plant ID:4097	MESH:D004342	Negative
11297823	Plant ID:136217	MESH:D010673	Positive
11297823	Plant ID:136217	MESH:D010673	Positive
11297841	Plant ID:151065	MESH:D005334	Positive
11297845	Plant ID:126910	MESH:D063646	Positive
11297845	Plant ID:126910	MESH:D010212	Positive
11298008	Plant ID:3645	MESH:D000707	Negative
11298008	Plant ID:4182	MESH:D000707	Negative
11298018	Plant ID:3818	MESH:D004342	Negative
11298022	Plant ID:3818	MESH:D000707	Negative
11299091	Plant ID:3847	MESH:D001943	Positive
11301376	Plant ID:4097	MESH:D008175	Negative
11301376	Plant ID:4097	MESH:D003643	Negative
11301378	Plant ID:4097	MESH:D009062	Negative
11301385	Plant ID:4097	MESH:D009369	Negative
11302190	Plant ID:4442	MESH:D007938	Positive
11302238	Plant ID:184783	MESH:D009914	Negative
11302563	Plant ID:65561	MESH:D003866	Positive
11302778	Plant ID:43364	MESH:D006484	Positive
11302778	Plant ID:59067	MESH:D006484	Positive
11302778	Plant ID:48106	MESH:D006484	Positive
11302778	Plant ID:4397	MESH:D006484	Positive
11302779	Plant ID:180763	MESH:D002386	Positive
11302779	Plant ID:3311	MESH:D005901	Positive
11303589	Plant ID:4097	MESH:D010051	Negative
11304730	Plant ID:4722	MESH:D011469	Positive
11304909	Plant ID:4577	MESH:D009369	Negative
11305081	Plant ID:4097	MESH:D015775	Negative
11305596	Plant ID:587577	MESH:D014456	Positive
11306496	Plant ID:4097	MESH:D009369	Negative
11307061	Plant ID:4097	MESH:D002294	Negative
11307061	Plant ID:4097	MESH:D000437	Negative
11307062	Plant ID:4097	MESH:D014067	Negative
11307062	Plant ID:4097	MESH:D030361	Negative
11308117	Plant ID:3983	MESH:D044342	Positive
11308117	Plant ID:3983	MESH:D003920	Positive
11308324	Plant ID:3847	MESH:D050197	Positive
11308324	Plant ID:3847	MESH:D004194	Positive
11308324	Plant ID:3847	MESH:D009369	Positive
11309302	Plant ID:4097	MESH:D008175	Negative
11309302	Plant ID:4097	MESH:D009369	Negative
11311898	Plant ID:3483	MESH:D003072	Negative
11312799	Plant ID:3818	MESH:D009369	Positive
11314117	Plant ID:4097	MESH:D010024	Negative
11314117	Plant ID:4097	MESH:D006331	Negative
11314117	Plant ID:4097	MESH:D010024	Negative
11314117	Plant ID:4097	MESH:D006331	Negative
11314223	Plant ID:4097	MESH:D009062	Negative
11314223	Plant ID:4097	MESH:D009062	Negative
11314564	Plant ID:4097	MESH:D001523	Negative
17937574	Plant ID:4097	MESH:D009369	Negative
17937574	Plant ID:4097	MESH:D008175	Negative
17938301	Plant ID:4097	MESH:D050197	Negative
17938538	Plant ID:3311	MESH:D002318	Positive
17938557	Plant ID:34256	MESH:D019337	Positive
17938557	Plant ID:34256	MESH:D019337	Positive
17940666	Plant ID:194251	MESH:D003920	Positive
17940877	Plant ID:263974	MESH:D004827	Positive
17941888	Plant ID:4182	MESH:D006973	Positive
17942093	Plant ID:136217	MESH:D001523	Positive
17943142	Plant ID:4565	MESH:D002446	Negative
17943142	Plant ID:4565	MESH:D001327	Negative
17943142	Plant ID:4513	MESH:D002446	Negative
17943142	Plant ID:4550	MESH:D002446	Negative
17943142	Plant ID:4550	MESH:D001327	Negative
17943621	Plant ID:4097	MESH:D009369	Negative
17943813	Plant ID:4097	MESH:D009369	Negative
17943979	Plant ID:4097	MESH:D007029	Negative
17944119	Plant ID:4097	MESH:D006937	Negative
17945506	Plant ID:3483	MESH:D019970	Negative
17947684	Plant ID:4097	OMIM:608852	Negative
17947684	Plant ID:4097	MESH:D007239	Negative
17948135	Plant ID:4498	MESH:D003874	Negative
17948135	Plant ID:4498	MESH:D003874	Negative
17948171	Plant ID:92921	MESH:D011471	Positive
17948171	Plant ID:92921	MESH:D011471	Positive
17948277	Plant ID:40922	MESH:D063646	Positive
17948277	Plant ID:4043	MESH:D063646	Negative
17948755	Plant ID:4097	MESH:D063646	Negative
17948755	Plant ID:4097	MESH:D007153	Negative
17948755	Plant ID:4097	MESH:D007239	Negative
17950271	Plant ID:4097	MESH:D009369	Negative
17950283	Plant ID:127999	MESH:D008881	Positive
17950283	Plant ID:127999	MESH:D005334	Positive
17950283	Plant ID:127999	MESH:D001168	Positive
17950366	Plant ID:4081	MESH:D009369	Positive
17950516	Plant ID:94328	MESH:D001168	Positive
17950516	Plant ID:94328	MESH:D012216	Positive
17950516	Plant ID:94328	MESH:D010146	Positive
17950516	Plant ID:94328	MESH:D003248	Positive
17950516	Plant ID:94328	MESH:D014839	Positive
17950516	Plant ID:94328	MESH:D006973	Positive
17950516	Plant ID:94328	MESH:D003704	Positive
17950516	Plant ID:94328	MESH:D005334	Positive
17950516	Plant ID:94328	MESH:D003141	Positive
17950516	Plant ID:94328	MESH:D006373	Positive
17950516	Plant ID:94328	MESH:D001168	Positive
17950516	Plant ID:94328	MESH:D012216	Positive
17950516	Plant ID:94328	MESH:D010146	Positive
17950516	Plant ID:94328	MESH:D003248	Positive
17950516	Plant ID:94328	MESH:D014839	Positive
17950516	Plant ID:94328	MESH:D006973	Positive
17950516	Plant ID:94328	MESH:D003704	Positive
17950516	Plant ID:94328	MESH:D005334	Positive
17950516	Plant ID:94328	MESH:D003141	Positive
17950516	Plant ID:94328	MESH:D006373	Positive
17950516	Plant ID:94328	MESH:D002471	Positive
17950567	Plant ID:4097	MESH:D050197	Negative
17951030	Plant ID:4097	MESH:D005148	Negative
17951030	Plant ID:4097	MESH:D019588	Negative
17951430	Plant ID:4682	MESH:D002318	Positive
17951477	Plant ID:3750	MESH:D003327	Positive
17951477	Plant ID:3750	MESH:D020521	Positive
17951477	Plant ID:4679	MESH:D003327	Positive
17951477	Plant ID:4679	MESH:D020521	Positive
17953527	Plant ID:4682	MESH:D004830	Positive
17953527	Plant ID:4682	MESH:D007239	Positive
17955079	Plant ID:33125	MESH:D050723	Positive
17955479	Plant ID:4682	MESH:D004194	Positive
17955479	Plant ID:4682	MESH:D005221	Positive
17955479	Plant ID:4682	MESH:D005221	Positive
17955479	Plant ID:4682	MESH:D005221	Positive
17955479	Plant ID:4682	MESH:D005221	Negative
17955479	Plant ID:4682	MESH:D005221	Negative
17956356	Plant ID:4081	MESH:D009369	Positive
17956356	Plant ID:4081	MESH:D006323	Positive
17957907	Plant ID:94328	MESH:D009325	Positive
17957907	Plant ID:94328	MESH:D014839	Positive
17959141	Plant ID:4081	MESH:D011471	Positive
17959141	Plant ID:4081	MESH:D011471	Positive
17959212	Plant ID:4097	MESH:D003643	Negative
17960886	Plant ID:3750	MESH:D004194	Positive
17960886	Plant ID:3750	MESH:D004194	Positive
17961234	Plant ID:44588	MESH:D003920	Positive
17963356	Plant ID:4442	MESH:D009369	Positive
17963356	Plant ID:4442	MESH:D006331	Positive
17965523	Plant ID:128608	MESH:D056486	Positive
17966136	Plant ID:4682	MESH:D001791	Positive
17966136	Plant ID:4682	MESH:D001791	Positive
17966136	Plant ID:4682	MESH:D002318	Positive
17966138	Plant ID:4682	MESH:D050197	Positive
17966732	Plant ID:3906	MESH:D000740	Negative
17966790	Plant ID:4097	MESH:D008175	Negative
17966791	Plant ID:13443	MESH:D003920	Positive
17966898	Plant ID:65409	MESH:D050197	Positive
17967453	Plant ID:4097	MESH:D001766	Negative
17968304	Plant ID:3654	MESH:D004108	Positive
17968815	Plant ID:92921	MESH:D056486	Positive
17969053	Plant ID:4565	MESH:D002446	Negative
17969053	Plant ID:4513	MESH:D002446	Negative
17969053	Plant ID:4550	MESH:D002446	Negative
4015998	Plant ID:13443	MESH:D012131	Positive
4015998	Plant ID:13443	MESH:D012131	Positive
4021513	Plant ID:160511	MESH:D013276	Positive
4025289	Plant ID:13443	MESH:D001943	Positive
4025289	Plant ID:13443	MESH:D005348	Positive
4025289	Plant ID:13443	MESH:D001943	Positive
4026292	Plant ID:3885	MESH:D006333	Negative
4026292	Plant ID:3885	MESH:D006333	Negative
4029221	Plant ID:35608	MESH:D008288	Positive
4035943	Plant ID:4679	MESH:D045262	Negative
4040444	Plant ID:3847	MESH:D009369	Positive
4040557	Plant ID:3847	MESH:D010009	Negative
4040557	Plant ID:3847	MESH:D010009	Positive
4040557	Plant ID:3847	MESH:D010190	Positive
4043021	Plant ID:4097	MESH:D013274	Negative
26784668	Plant ID:4442	MESH:D004194	Positive
26785606	Plant ID:4097	MESH:D003643	Negative
26786775	Plant ID:555479	MESH:D003920	Positive
26786785	Plant ID:4682	MESH:D003920	Positive
26787299	Plant ID:3708	MESH:D012735	Positive
26787299	Plant ID:3708	MESH:D012735	Positive
26787402	Plant ID:3750	MESH:D009369	Positive
26787402	Plant ID:89151	MESH:D009369	Positive
26787565	Plant ID:3806	MESH:D007674	Positive
26787565	Plant ID:3806	MESH:D007674	Positive
26788368	Plant ID:13337	MESH:D003920	Positive
26788368	Plant ID:13337	MESH:D006973	Positive
26788478	Plant ID:4097	MESH:D007239	Negative
26790822	Plant ID:3483	MESH:D013313	Negative
26791189	Plant ID:3847	MESH:D008107	Negative
26792652	Plant ID:4097	MESH:D009369	Negative
26793652	Plant ID:94328	MESH:D007249	Positive
26793675	Plant ID:112863	MESH:D003920	Positive
26793675	Plant ID:112863	MESH:D002318	Positive
26793675	Plant ID:112863	MESH:D010024	Positive
26796199	Plant ID:136217	MESH:D009402	Positive
26797110	Plant ID:74645	MESH:D003967	Positive
26797110	Plant ID:74645	MESH:D010146	Positive
26797111	Plant ID:37656	MESH:D009369	Positive
26800973	Plant ID:182084	MESH:D007249	Positive
26800973	Plant ID:182084	MESH:D006949	Positive
26800973	Plant ID:182084	MESH:D002318	Positive
26801102	Plant ID:46901	MESH:D005759	Positive
26801740	Plant ID:3818	MESH:D004342	Positive
26801740	Plant ID:3818	MESH:D004342	Negative
26801757	Plant ID:35874	MESH:D005221	Positive
26802282	Plant ID:4097	MESH:D009369	Negative
26802282	Plant ID:4097	MESH:D009369	Negative
26802282	Plant ID:4097	MESH:D009369	Negative
26803813	Plant ID:355332	MESH:D019636	Positive
26807069	Plant ID:3483	MESH:D001523	Negative
26807250	Plant ID:13429	MESH:D009369	Positive
26808259	Plant ID:4097	MESH:D009369	Negative
26808812	Plant ID:4073	MESH:D004342	Negative
26809520	Plant ID:4097	MESH:D007239	Negative
26809520	Plant ID:4097	MESH:D009369	Negative
26810212	Plant ID:174650	MESH:D009422	Positive
26810212	Plant ID:174650	MESH:D019636	Positive
26810811	Plant ID:119949	MESH:D005767	Positive
26811130	Plant ID:3854	MESH:D009765	Positive
26813264	Plant ID:4097	MESH:D059350	Negative
26813264	Plant ID:4097	MESH:D010146	Negative
26813264	Plant ID:4097	MESH:D059350	Negative
26813264	Plant ID:4097	MESH:D059350	Negative
26813349	Plant ID:4097	MESH:D001748	Negative
26813349	Plant ID:4097	MESH:D003920	Negative
26814722	Plant ID:4097	MESH:D012131	Negative
26817059	Plant ID:4097	MESH:C537147	Negative
26817059	Plant ID:4097	MESH:D009765	Negative
26817060	Plant ID:4097	MESH:C537147	Negative
26817060	Plant ID:4097	MESH:C537147	Negative
26817061	Plant ID:4097	MESH:C537147	Negative
26817064	Plant ID:4097	MESH:C537147	Negative
26817064	Plant ID:4097	MESH:D004194	Negative
26817064	Plant ID:4097	MESH:C537147	Negative
26817064	Plant ID:4097	MESH:D004194	Negative
26817203	Plant ID:4097	MESH:D003643	Negative
26817504	Plant ID:4081	MESH:D004194	Positive
26817504	Plant ID:4081	MESH:D011471	Positive
27289264	Plant ID:184783	MESH:D063646	Negative
27289264	Plant ID:184783	MESH:D063646	Negative
27422418	Plant ID:184783	MESH:D009914	Negative
27422418	Plant ID:184783	MESH:D009369	Negative
27422422	Plant ID:184783	MESH:D009914	Negative
27422422	Plant ID:184783	MESH:D009914	Negative
28225785	Plant ID:4097	MESH:D009369	Negative
28482836	Plant ID:46147	MESH:D007710	Positive
28482898	Plant ID:157622	MESH:D051437	Positive
28482898	Plant ID:22663	MESH:D051437	Positive
28482898	Plant ID:48038	MESH:D007669	Positive
28482898	Plant ID:48038	MESH:D051437	Positive
28482898	Plant ID:46147	MESH:D051437	Positive
28482898	Plant ID:136217	MESH:D004775	Positive
28482898	Plant ID:136217	MESH:D011470	Positive
28482898	Plant ID:82528	MESH:D004775	Positive
28482898	Plant ID:82528	MESH:D011470	Positive
28482898	Plant ID:51240	MESH:D011470	Positive
28482898	Plant ID:39470	MESH:D011470	Positive
28482898	Plant ID:28503	MESH:D011470	Positive
28482898	Plant ID:4577	MESH:D011470	Positive
28482898	Plant ID:157622	MESH:D006461	Negative
28482898	Plant ID:51240	MESH:D051437	Negative
28482898	Plant ID:39470	MESH:D051437	Negative
28482898	Plant ID:28503	MESH:D051437	Negative
28610577	Plant ID:555479	MESH:D006984	Positive
28654806	Plant ID:94328	MESH:D006331	Negative
28778677	Plant ID:184783	MESH:D002318	Negative
28778677	Plant ID:184783	MESH:D007172	Negative
28778677	Plant ID:184783	MESH:D007172	Negative
28814219	Plant ID:4565	MESH:D004342	Negative
28814219	Plant ID:4565	MESH:D004342	Negative
28823540	Plant ID:4097	MESH:D008175	Negative
28824430	Plant ID:4054	MESH:D009369	Positive
28824430	Plant ID:4054	MESH:D003920	Positive
28824725	Plant ID:4097	MESH:D009369	Negative
28824725	Plant ID:4097	MESH:D009369	Negative
28824916	Plant ID:3641	MESH:D003327	Positive
28824916	Plant ID:3641	MESH:D020521	Positive
28824916	Plant ID:3641	MESH:D001791	Positive
28825404	Plant ID:4097	MESH:D012131	Negative
28825404	Plant ID:4097	MESH:D007249	Negative
28825980	Plant ID:429560	MESH:D009393	Positive
28825980	Plant ID:429560	MESH:D001249	Positive
28825980	Plant ID:429560	MESH:D004194	Positive
28826044	Plant ID:155299	MESH:D001172	Positive
27364315	Plant ID:4097	MESH:D008175	Negative
28349587	Plant ID:112863	MESH:D007511	Positive
28349587	Plant ID:112863	MESH:D012164	Positive
28349587	Plant ID:112863	MESH:D009410	Positive
28349587	Plant ID:112863	MESH:D054061	Positive
28441984	Plant ID:4097	MESH:D001249	Negative
28442678	Plant ID:3659	MESH:D008175	Positive
28443188	Plant ID:3760	MESH:D000230	Negative
28443468	Plant ID:136217	MESH:D009369	Positive
28443906	Plant ID:4073	MESH:D015431	Positive
28444790	Plant ID:137221	MESH:D056486	Positive
28445006	Plant ID:4026	MESH:D009135	Negative
28445006	Plant ID:4026	MESH:D012206	Negative
28445513	Plant ID:4113	MESH:D009145	Negative
28445513	Plant ID:4113	MESH:D002318	Negative
28446998	Plant ID:4097	MESH:D002294	Negative
28446998	Plant ID:4097	MESH:D002294	Negative
28447311	Plant ID:126910	MESH:D009410	Positive
28447311	Plant ID:4054	MESH:D009410	Positive
24683372	Plant ID:13230	MESH:D003248	Positive
24683372	Plant ID:13230	MESH:D003248	Positive
24684500	Plant ID:271192	MESH:D020258	Positive
24684526	Plant ID:4097	MESH:D029424	Negative
24684526	Plant ID:4097	MESH:D008175	Negative
24685020	Plant ID:555479	MESH:D006937	Positive
24685566	Plant ID:4555	MESH:D009369	Positive
24685586	Plant ID:3621	MESH:D009461	Positive
24685586	Plant ID:3621	MESH:D002544	Positive
24685589	Plant ID:3621	MESH:D007249	Positive
24685589	Plant ID:3621	MESH:D007249	Positive
24687256	Plant ID:4054	MESH:D009369	Positive
24687256	Plant ID:4054	MESH:D007249	Positive
24687256	Plant ID:4054	MESH:D004342	Positive
24687256	Plant ID:4054	MESH:D003920	Positive
24687738	Plant ID:108407	MESH:D007249	Positive
24687738	Plant ID:108407	MESH:D007239	Positive
24689007	Plant ID:4097	MESH:D050197	Negative
24689053	Plant ID:4054	MESH:D006331	Positive
24689209	Plant ID:92915	MESH:D009369	Positive
24689274	Plant ID:3498	MESH:D003924	Positive
24689274	Plant ID:3498	MESH:D003924	Positive
24689286	Plant ID:3760	MESH:D008545	Positive
24689699	Plant ID:55571	MESH:D050197	Positive
24690568	Plant ID:3659	MESH:D009369	Positive
24692381	Plant ID:3864	MESH:D007077	Negative
24692381	Plant ID:3864	MESH:D007415	Negative
24692702	Plant ID:92921	MESH:D009369	Positive
24693327	Plant ID:159030	MESH:D001943	Positive
24694836	Plant ID:4097	MESH:D008175	Negative
24694836	Plant ID:4097	MESH:D008175	Negative
24695043	Plant ID:184783	MESH:D009062	Negative
24695380	Plant ID:78534	MESH:D004412	Positive
24695380	Plant ID:78534	MESH:D005221	Positive
24695380	Plant ID:78534	MESH:D006261	Positive
24695380	Plant ID:78534	MESH:D014839	Positive
24695380	Plant ID:78534	MESH:D013575	Positive
24695380	Plant ID:78534	MESH:D004412	Positive
24695825	Plant ID:4682	MESH:D007239	Positive
24696076	Plant ID:124943	MESH:D009369	Positive
24696076	Plant ID:124943	MESH:D056486	Positive
24696426	Plant ID:98504	MESH:D056486	Positive
24696426	Plant ID:98504	MESH:D056486	Positive
24696547	Plant ID:136217	MESH:D009422	Positive
24696677	Plant ID:28974	MESH:D009369	Positive
24696868	Plant ID:4097	MESH:D029424	Negative
24697562	Plant ID:13443	MESH:D014987	Negative
24697562	Plant ID:13443	MESH:D014987	Negative
24699763	Plant ID:4097	MESH:D003643	Negative
24700438	Plant ID:4565	MESH:D005764	Negative
24701244	Plant ID:3498	MESH:D004487	Positive
24701244	Plant ID:3498	MESH:D003920	Positive
24701244	Plant ID:3498	MESH:D006973	Positive
24701244	Plant ID:3498	MESH:D050197	Positive
24701910	Plant ID:65409	MESH:D001816	Negative
24702805	Plant ID:57577	MESH:D052439	Positive
24702805	Plant ID:57577	MESH:D005234	Positive
24702869	Plant ID:4182	MESH:D004342	Negative
24703326	Plant ID:55363	MESH:D010146	Positive
24703326	Plant ID:55363	MESH:D012893	Positive
24703730	Plant ID:4097	MESH:D001943	Negative
24704559	Plant ID:35608	MESH:D009369	Positive
24704559	Plant ID:35608	MESH:D009369	Positive
24704560	Plant ID:127999	MESH:D009369	Positive
24704560	Plant ID:127999	MESH:D009369	Positive
24704668	Plant ID:36610	MESH:D002318	Positive
24705601	Plant ID:3435	MESH:D009369	Positive
24706059	Plant ID:50765	MESH:D007565	Positive
24706059	Plant ID:50765	MESH:D056486	Positive
24706315	Plant ID:4097	MESH:D011657	Negative
24706507	Plant ID:4097	MESH:D002318	Negative
24706588	Plant ID:75079	MESH:D008659	Positive
24707152	Plant ID:4097	MESH:D003424	Negative
24707284	Plant ID:16752	MESH:D003920	Positive
24707312	Plant ID:39329	MESH:D001008	Positive
24707871	Plant ID:681286	MESH:D015663	Positive
24708209	Plant ID:82096	MESH:D013276	Positive
24709312	Plant ID:52471	MESH:D004194	Positive
24709312	Plant ID:52471	MESH:D004194	Positive
24709314	Plant ID:4054	MESH:D018149	Positive
24710915	Plant ID:3864	MESH:D050171	Positive
24710915	Plant ID:3888	MESH:D050171	Positive
24711746	Plant ID:180498	MESH:D004194	Positive
24711759	Plant ID:161934	MESH:D009369	Positive
24711759	Plant ID:161934	MESH:D009369	Positive
24711836	Plant ID:13818	MESH:D000505	Positive
24711837	Plant ID:4146	MESH:D004194	Positive
24711843	Plant ID:4682	MESH:D056486	Positive
24712285	Plant ID:203015	MESH:D004487	Positive
24712285	Plant ID:203015	MESH:D004487	Positive
24712285	Plant ID:203015	MESH:D010146	Positive
24712285	Plant ID:203015	MESH:D010146	Positive
24712285	Plant ID:203015	MESH:D006930	Positive
24712285	Plant ID:203015	MESH:D010146	Positive
24712285	Plant ID:203015	MESH:D004487	Positive
24712559	Plant ID:63459	MESH:D007249	Positive
24712559	Plant ID:63459	MESH:D007249	Positive
24712647	Plant ID:4097	MESH:D003643	Negative
24712702	Plant ID:136217	MESH:D003072	Positive
11151342	Plant ID:4097	MESH:D002471	Negative
16878245	Plant ID:13443	MESH:D006261	Negative
21340188	Plant ID:4547	MESH:D005355	Positive
22392241	Plant ID:172200	MESH:D004427	Positive
22714857	Plant ID:3311	MESH:D006311	Positive
23670332	Plant ID:4097	MESH:D063646	Negative
7534624	Plant ID:4097	MESH:D007822	Negative
7534625	Plant ID:4097	MESH:D008175	Negative
7534625	Plant ID:4097	MESH:D008175	Negative
7534625	Plant ID:4097	MESH:D008175	Negative
7534625	Plant ID:4097	MESH:D008175	Negative
7538661	Plant ID:3758	MESH:D004927	Positive
7538764	Plant ID:3902	MESH:D007938	Positive
7538764	Plant ID:3902	MESH:D054198	Positive
7545876	Plant ID:32101	MESH:D009369	Negative
7546134	Plant ID:4097	MESH:D007972	Negative
7546134	Plant ID:4097	MESH:D009369	Negative
7546556	Plant ID:28502	MESH:D009369	Positive
7546556	Plant ID:90397	MESH:D009369	Positive
7549030	Plant ID:4513	MESH:D002908	Negative
7549030	Plant ID:4550	MESH:D002908	Negative
7549756	Plant ID:4097	MESH:D009062	Negative
7549758	Plant ID:4097	MESH:D009062	Negative
7549802	Plant ID:4097	MESH:D009369	Negative
7550763	Plant ID:89151	MESH:D004342	Negative
7550763	Plant ID:89151	MESH:D014581	Negative
7550763	Plant ID:89151	MESH:D000707	Negative
7551292	Plant ID:4097	MESH:D063646	Negative
7551292	Plant ID:4097	MESH:C537526	Negative
7551824	Plant ID:128608	MESH:D006527	Positive
7552863	Plant ID:4097	MESH:D009062	Negative
7552882	Plant ID:4097	MESH:D009062	Negative
7552882	Plant ID:4097	MESH:D007642	Negative
7552882	Plant ID:4097	MESH:D007971	Negative
7552882	Plant ID:4097	MESH:D009062	Negative
7552882	Plant ID:4097	MESH:D009062	Negative
7552882	Plant ID:4097	MESH:D009369	Negative
7554054	Plant ID:39367	MESH:D009369	Positive
7554054	Plant ID:39367	MESH:D063646	Positive
7554064	Plant ID:3712	MESH:D009369	Positive
7554067	Plant ID:4442	MESH:D004938	Positive
7554067	Plant ID:4442	MESH:D002471	Positive
7554067	Plant ID:4442	MESH:D063646	Positive
7554283	Plant ID:3868	MESH:D009369	Positive
7555034	Plant ID:4682	MESH:D001791	Positive
7555034	Plant ID:4682	MESH:D001791	Positive
7555034	Plant ID:4682	MESH:D001791	Positive
7557803	Plant ID:4682	MESH:D001791	Positive
21197427	Plant ID:94328	MESH:D001925	Positive
21197427	Plant ID:94328	MESH:D002545	Positive
21198552	Plant ID:228393	MESH:D003092	Positive
21205429	Plant ID:78534	MESH:D003920	Positive
21205429	Plant ID:78534	MESH:D009765	Positive
21206487	Plant ID:4565	MESH:D001523	Negative
21207195	Plant ID:4097	MESH:D019970	Negative
21207264	Plant ID:3827	MESH:D004194	Positive
21208780	Plant ID:3645	MESH:D009765	Negative
21208793	Plant ID:4081	MESH:D006937	Negative
21208876	Plant ID:4097	MESH:D007249	Negative
21208973	Plant ID:13055	MESH:D005767	Positive
21209365	Plant ID:3641	MESH:D003920	Positive
21210228	Plant ID:4097	MESH:D015179	Negative
21210228	Plant ID:4097	MESH:D009362	Negative
21211906	Plant ID:128608	MESH:D004342	Negative
21211949	Plant ID:35874	MESH:D056486	Positive
21211952	Plant ID:155124	MESH:D011502	Positive
21212515	Plant ID:48038	MESH:D009369	Positive
21212515	Plant ID:40880	MESH:D009369	Positive
21213397	Plant ID:3498	MESH:D001523	Positive
21213397	Plant ID:3498	MESH:D006973	Positive
21213397	Plant ID:3498	MESH:D006949	Positive
21213397	Plant ID:3498	MESH:D014652	Positive
21213976	Plant ID:52462	MESH:D007410	Positive
21214226	Plant ID:198777	MESH:D011471	Positive
21214446	Plant ID:4682	MESH:D003453	Positive
21214446	Plant ID:4682	MESH:D003453	Positive
21214459	Plant ID:3494	MESH:D018227	Positive
21214459	Plant ID:3494	MESH:D003920	Positive
21215312	Plant ID:555479	MESH:D054685	Positive
21215999	Plant ID:3750	MESH:D006255	Negative
21215999	Plant ID:3750	MESH:D001249	Negative
21215999	Plant ID:23211	MESH:D006255	Negative
21215999	Plant ID:23211	MESH:D001249	Negative
21215999	Plant ID:4039	MESH:D006255	Negative
21215999	Plant ID:4039	MESH:D001249	Negative
21215999	Plant ID:4039	MESH:D006255	Negative
21216734	Plant ID:4097	MESH:D008175	Negative
21217867	Plant ID:4097	MESH:D006973	Negative
21217867	Plant ID:4097	MESH:D009203	Negative
21217867	Plant ID:4097	MESH:D020521	Negative
21218454	Plant ID:136217	MESH:D001523	Positive
21218454	Plant ID:136217	MESH:D001523	Positive
21218475	Plant ID:65561	MESH:D003866	Positive
21219281	Plant ID:4097	MESH:D003866	Negative
21219708	Plant ID:3755	MESH:D012480	Negative
21219973	Plant ID:4054	MESH:D002545	Positive
21220494	Plant ID:3483	MESH:D009369	Positive
21220494	Plant ID:3483	MESH:D009369	Positive
21220494	Plant ID:3483	MESH:D005910	Positive
21221723	Plant ID:136217	MESH:D009765	Positive
21221723	Plant ID:136217	MESH:D009765	Positive
21225225	Plant ID:72341	MESH:D010523	Positive
21225225	Plant ID:72341	MESH:D009765	Positive
21225307	Plant ID:4097	MESH:D009369	Negative
21225307	Plant ID:4097	MESH:D007972	Negative
21225307	Plant ID:4097	MESH:D007972	Negative
21225768	Plant ID:4097	MESH:D009369	Negative
21225768	Plant ID:4097	MESH:D008175	Negative
21225768	Plant ID:4097	MESH:D008175	Negative
21225768	Plant ID:4097	MESH:D006258	Negative
21225768	Plant ID:4097	MESH:D008175	Negative
21225768	Plant ID:4097	MESH:D008175	Negative
21225768	Plant ID:4097	MESH:D006258	Negative
21226707	Plant ID:13443	MESH:D003920	Positive
21226789	Plant ID:3311	MESH:D003704	Positive
21226789	Plant ID:3311	MESH:D003704	Positive
2576303	Plant ID:3483	MESH:C537188	Negative
2584283	Plant ID:4460	MESH:D011041	Negative
2587976	Plant ID:4679	MESH:D004692	Positive
2588686	Plant ID:4679	MESH:D001986	Positive
2589137	Plant ID:4097	MESH:D005221	Negative
2589235	Plant ID:318058	MESH:D056486	Positive
2589236	Plant ID:94328	MESH:D014456	Positive
2589328	Plant ID:4097	MESH:D008175	Negative
2589747	Plant ID:4097	MESH:D013651	Negative
