pmid	food-id	disease-id	association
19221071	Plant ID:34256	MESH:D015746	Positive
19221216	Plant ID:13443	MESH:D020521	Negative
19221216	Plant ID:13443	MESH:D020521	Negative
19221216	Plant ID:13443	MESH:D020521	Negative
19221216	Plant ID:13443	MESH:D020521	Positive
19221962	Plant ID:4097	MESH:D008171	Negative
19221962	Plant ID:4097	MESH:D011014	Negative
19222108	Plant ID:296036	MESH:D006463	Positive
19222117	Plant ID:85712	MESH:D009369	Positive
19222822	Plant ID:4097	MESH:D014376	Negative
19222822	Plant ID:4097	MESH:D004194	Negative
19222822	Plant ID:4097	MESH:D014376	Negative
19222993	Plant ID:4097	MESH:D004194	Negative
19222993	Plant ID:4097	MESH:D004194	Negative
19223052	Plant ID:4097	MESH:D063646	Negative
19223052	Plant ID:4097	MESH:D063646	Negative
19223707	Plant ID:13443	MESH:D003920	Positive
19225721	Plant ID:3567	MESH:D064420	Negative
19226749	Plant ID:126435	MESH:D003924	Negative
19227646	Plant ID:3750	MESH:D004342	Negative
19227646	Plant ID:3760	MESH:D004342	Negative
19228285	Plant ID:83906	MESH:D006509	Positive
19228351	Plant ID:4097	MESH:D003920	Negative
19228728	Plant ID:136217	MESH:D009362	Positive
19228728	Plant ID:136217	MESH:D009369	Positive
19228865	Plant ID:13443	MESH:D003920	Negative
19228986	Plant ID:3311	MESH:D009422	Positive
19228986	Plant ID:3311	MESH:D009422	Positive
19229996	Plant ID:3483	MESH:D009369	Positive
19229996	Plant ID:3483	MESH:D005910	Positive
19232442	Plant ID:4054	MESH:D019636	Positive
19233372	Plant ID:4097	MESH:D063646	Negative
19233505	Plant ID:296036	MESH:D009369	Positive
19234663	Plant ID:4679	MESH:D002318	Positive
19234663	Plant ID:4679	MESH:D017202	Positive
19234663	Plant ID:4679	MESH:D002318	Positive
19234663	Plant ID:4679	MESH:D007511	Positive
19234663	Plant ID:4679	MESH:D007238	Positive
19235152	Plant ID:268493	MESH:D009369	Positive
19236482	Plant ID:33127	MESH:D004342	Negative
19237585	Plant ID:4097	MESH:D012640	Negative
19238625	Plant ID:4577	MESH:D009369	Negative
19239522	Plant ID:4097	MESH:D008175	Negative
19239522	Plant ID:4097	MESH:D006331	Negative
19239659	Plant ID:4565	MESH:D004342	Negative
19239659	Plant ID:4565	MESH:D004342	Negative
19239659	Plant ID:3864	MESH:D004342	Negative
19239659	Plant ID:3864	MESH:D004342	Negative
19239659	Dairy ID:9	MESH:D004342	Positive
19239659	Dairy ID:9	MESH:D004342	Negative
19239659	Dairy ID:9	MESH:D004342	Positive
19240380	Plant ID:171929	MESH:D004342	Negative
19240657	Plant ID:4679	MESH:D006620	Negative
19240657	Plant ID:4679	MESH:D006620	Negative
19241580	Plant ID:3747	MESH:D006528	Positive
19243127	Plant ID:4097	MESH:C537437	Negative
19244959	Plant ID:4097	MESH:D002294	Negative
19245621	Plant ID:78534	MESH:D002908	Positive
4808861	Plant ID:4097	MESH:D002471	Negative
4817210	Plant ID:3316	MESH:D059366	Negative
4817210	Plant ID:3316	MESH:D006255	Negative
4817210	Plant ID:3316	MESH:D059366	Negative
4817210	Plant ID:3316	MESH:D006255	Negative
22499720	Plant ID:3726	MESH:D005767	Positive
22499720	Plant ID:3726	MESH:D056486	Positive
22499720	Plant ID:184783	MESH:D005767	Negative
22499720	Plant ID:184783	MESH:D056486	Negative
22499720	Plant ID:3726	MESH:D005767	Positive
22499720	Plant ID:3726	MESH:D056486	Positive
22499720	Plant ID:3726	MESH:D005767	Positive
23828331	Plant ID:161934	MESH:D009369	Positive
23934514	Plant ID:82528	MESH:D009369	Positive
24552968	Plant ID:330163	MESH:D003920	Positive
24552968	Plant ID:330163	MESH:D006973	Positive
25367691	Plant ID:284363	MESH:C565384	Positive
25719344	Plant ID:94328	MESH:D013927	Positive
25719344	Plant ID:94328	MESH:D003920	Positive
25803089	Plant ID:126910	MESH:D001168	Positive
25941917	Plant ID:1317910	MESH:D064420	Positive
26916630	Plant ID:3750	MESH:D007003	Positive
26982618	Plant ID:183260	MESH:D008659	Positive
27276531	Plant ID:29780	MESH:D003866	Positive
27315099	Plant ID:13443	MESH:D003327	Positive
27338966	Plant ID:4097	MESH:D001523	Negative
27343476	Plant ID:136217	MESH:D001523	Positive
27352385	Plant ID:22663	MESH:D007249	Positive
27603149	Plant ID:4054	MESH:D014777	Positive
27603149	Plant ID:4054	MESH:D006509	Positive
27889751	Plant ID:4097	MESH:D007239	Negative
27941714	Plant ID:22663	MESH:D009369	Positive
27978865	Plant ID:48131	MESH:D009369	Positive
28100900	Plant ID:35924	MESH:D004194	Positive
28195545	Plant ID:258209	MESH:D017093	Positive
28195548	Plant ID:3649	MESH:D015456	Positive
28195548	Plant ID:4682	MESH:D015456	Positive
28245986	Plant ID:91201	MESH:D020258	Positive
28259690	Plant ID:39338	MESH:D009369	Positive
28259690	Plant ID:39338	MESH:D011471	Positive
28260103	Plant ID:4217	MESH:D008569	Positive
28260103	Plant ID:4217	MESH:D000544	Positive
28260103	Plant ID:4217	MESH:D020258	Positive
28268214	Plant ID:3818	MESH:D003643	Negative
28306532	Plant ID:28478	MESH:D003920	Positive
28306532	Plant ID:28478	MESH:D050171	Positive
28306532	Plant ID:28478	MESH:D003920	Positive
28306532	Plant ID:28478	MESH:D003920	Positive
28333654	Plant ID:185002	MESH:D003248	Positive
28333654	Plant ID:185002	MESH:D003967	Positive
28351569	Plant ID:4097	MESH:D014062	Negative
28351749	Plant ID:4097	MESH:D009103	Negative
28352213	Plant ID:4097	MESH:D003643	Negative
28352332	Plant ID:424424	MESH:D004194	Positive
28352332	Plant ID:424424	MESH:D003872	Positive
28352332	Plant ID:424424	MESH:D001249	Positive
28352558	Plant ID:4442	MESH:D002318	Positive
28352558	Plant ID:4442	MESH:D009369	Positive
28352558	Plant ID:172200	MESH:D002318	Positive
28352558	Plant ID:172200	MESH:D009369	Positive
28353652	Plant ID:151069	MESH:D003920	Positive
28353652	Plant ID:151069	MESH:D003920	Positive
18065566	Plant ID:4058	MESH:D009369	Positive
18065596	Plant ID:4679	MESH:D000236	Positive
18065596	Plant ID:4682	MESH:D000236	Positive
18065596	Plant ID:4679	MESH:D015179	Positive
18065596	Plant ID:4679	MESH:D015179	Positive
18065596	Plant ID:4682	MESH:D015179	Positive
18065596	Plant ID:4682	MESH:D015179	Positive
18066113	Plant ID:127999	MESH:D007249	Positive
18066113	Plant ID:127999	MESH:D005334	Positive
18066113	Plant ID:127999	MESH:D011565	Positive
18066113	Plant ID:127999	MESH:D012216	Positive
18066113	Plant ID:127999	MESH:D001249	Positive
18066118	Plant ID:318068	MESH:D009369	Positive
18066118	Plant ID:92906	MESH:D054221	Positive
18066118	Plant ID:92906	MESH:D054221	Positive
18066121	Plant ID:53751	MESH:D012140	Positive
18066135	Plant ID:92921	MESH:D007249	Positive
18066135	Plant ID:92921	MESH:D050197	Positive
18066403	Plant ID:4058	MESH:D009369	Positive
18066403	Plant ID:4058	MESH:D007938	Positive
18066403	Plant ID:4058	MESH:D008223	Positive
18066403	Plant ID:4058	MESH:D001943	Positive
18066403	Plant ID:4058	MESH:D008175	Positive
18067175	Plant ID:3483	MESH:D009461	Positive
18067177	Plant ID:4097	MESH:D003643	Negative
18067177	Plant ID:4097	MESH:D003643	Negative
18067177	Plant ID:4097	MESH:D000208	Negative
18067216	Plant ID:4097	MESH:D001749	Negative
18069111	Plant ID:4054	MESH:D005221	Positive
18069233	Plant ID:54835	MESH:D000544	Positive
18069233	Plant ID:54835	MESH:D000544	Positive
18070164	Plant ID:3847	MESH:D004342	Negative
18070164	Plant ID:3847	MESH:D004342	Negative
18070696	Plant ID:4097	MESH:D018307	Negative
18070711	Plant ID:4097	MESH:D009765	Negative
18070989	Plant ID:13443	MESH:D003920	Negative
18073171	Plant ID:4097	MESH:D001249	Negative
18073513	Plant ID:3483	MESH:D007249	Positive
18073597	Plant ID:3483	MESH:D014947	Positive
18074677	Plant ID:4097	MESH:D006258	Negative
18074677	Plant ID:4097	MESH:D009369	Negative
18074679	Plant ID:4097	MESH:D004938	Negative
18074679	Plant ID:4097	MESH:D009369	Negative
18074850	Plant ID:323660	MESH:D007088	Positive
18076043	Plant ID:4097	MESH:D010610	Negative
18076043	Plant ID:4097	MESH:D007822	Negative
18076043	Plant ID:4097	MESH:D010610	Negative
18077120	Plant ID:43166	MESH:D009765	Positive
18077131	Plant ID:4081	MESH:D009369	Positive
18077922	Plant ID:48106	MESH:D003876	Positive
18078144	Plant ID:4097	MESH:D009062	Negative
18078704	Plant ID:4442	MESH:D009050	Negative
18080114	Plant ID:3708	MESH:D001523	Negative
18085109	Plant ID:289672	MESH:D010146	Positive
18085109	Plant ID:289672	MESH:D010146	Positive
18086456	Plant ID:263974	MESH:D004827	Positive
18086456	Plant ID:263974	MESH:D012640	Positive
18086456	Plant ID:263974	MESH:D003072	Positive
18086456	Plant ID:263974	MESH:D004827	Positive
18086515	Plant ID:3847	MESH:D009369	Positive
18086515	Plant ID:3847	MESH:D009362	Positive
18086515	Plant ID:3847	MESH:D009369	Positive
18086515	Plant ID:3847	MESH:D009362	Positive
18087162	Plant ID:4097	MESH:D001249	Negative
18087221	Plant ID:4505	MESH:D009369	Positive
18087596	Plant ID:4097	MESH:D001249	Negative
18087815	Plant ID:4679	MESH:D015179	Positive
18088024	Plant ID:4045	MESH:D004342	Negative
18088024	Plant ID:4220	MESH:D004342	Negative
18089320	Plant ID:3483	MESH:D007674	Negative
18089793	Plant ID:4097	MESH:D008175	Negative
18089939	Plant ID:4565	MESH:D014581	Negative
18089957	Plant ID:13443	MESH:D003327	Positive
18089957	Plant ID:13443	MESH:D003327	Negative
18089957	Plant ID:13443	MESH:D003327	Negative
18089957	Plant ID:13443	MESH:D003327	Positive
18089957	Plant ID:13443	MESH:D003327	Negative
18093770	Plant ID:3538	MESH:D003967	Positive
18093770	Plant ID:3538	MESH:D010146	Positive
18094876	Plant ID:4097	MESH:D006973	Negative
18095423	Plant ID:4081	MESH:D005517	Negative
18095439	Plant ID:39350	MESH:D005759	Negative
18095578	Plant ID:3712	MESH:D013274	Positive
18095578	Plant ID:3712	MESH:D064420	Positive
18095578	Plant ID:3712	MESH:D013274	Positive
18095578	Plant ID:3712	MESH:D013274	Positive
18095582	Plant ID:3847	MESH:D002318	Positive
18095582	Plant ID:3847	MESH:D009369	Positive
18095582	Plant ID:3847	MESH:D010024	Positive
18095582	Plant ID:3847	MESH:D008594	Positive
2238385	Plant ID:3885	MESH:D015431	Positive
2238385	Plant ID:3885	MESH:D003967	Positive
2993687	Plant ID:3832	MESH:D010146	Positive
2993687	Plant ID:3832	MESH:D013274	Negative
2993687	Plant ID:3832	MESH:D003967	Positive
2993687	Plant ID:3832	MESH:D003251	Positive
3012440	Plant ID:3483	MESH:D006258	Negative
3120104	Plant ID:4097	MESH:D004487	Negative
3138307	Plant ID:3818	MESH:D015179	Positive
3194655	Plant ID:4113	MESH:D003643	Negative
3662104	Plant ID:4097	MESH:D058729	Negative
3688555	Plant ID:4097	MESH:D013919	Negative
3688555	Plant ID:4097	MESH:D001157	Negative
27023641	Plant ID:126910	MESH:D009422	Positive
27405931	Plant ID:92921	MESH:D009369	Positive
27799514	Plant ID:4097	MESH:D009369	Negative
27799514	Plant ID:4097	MESH:D003643	Negative
27799514	Plant ID:4097	MESH:D009369	Negative
28182853	Plant ID:4097	MESH:D003643	Negative
28346392	Plant ID:4558	MESH:D003092	Positive
28480359	Plant ID:588669	MESH:D001249	Positive
28480381	Plant ID:555479	MESH:D052878	Positive
28586926	Plant ID:3662	MESH:D016464	Positive
28586926	Plant ID:3662	MESH:D006943	Positive
28779526	Plant ID:3818	MESH:D000707	Negative
28802077	Plant ID:3818	MESH:D000707	Negative
28840751	Plant ID:91201	MESH:D007022	Positive
28859960	Plant ID:4547	MESH:D014355	Negative
28905873	Plant ID:3483	MESH:D002318	Positive
28933782	Plant ID:4097	MESH:D006973	Negative
28933782	Plant ID:4097	MESH:D003920	Negative
28955000	Plant ID:4097	MESH:D005767	Negative
28955430	Plant ID:4097	MESH:D020181	Negative
28955430	Plant ID:4097	MESH:D006973	Negative
28955809	Plant ID:4682	MESH:D002318	Positive
28955809	Plant ID:4682	MESH:D006332	Positive
28955809	Plant ID:4682	MESH:D006332	Positive
28956671	Plant ID:4682	MESH:D008659	Positive
28956671	Plant ID:4682	MESH:D008659	Positive
28956671	Plant ID:4682	MESH:D008659	Positive
28958517	Plant ID:309349	MESH:D004194	Positive
28958542	Plant ID:171929	MESH:D004342	Negative
28958934	Plant ID:119260	MESH:D009369	Positive
28959544	Plant ID:171929	MESH:D004342	Negative
28959549	Plant ID:3654	MESH:D003920	Positive
28959549	Plant ID:3654	MESH:D003920	Positive
28959553	Plant ID:555479	MESH:D008107	Positive
28959553	Plant ID:555479	MESH:D056486	Positive
28959664	Plant ID:136217	MESH:D005334	Positive
28959664	Plant ID:136217	MESH:D003371	Positive
28959664	Plant ID:136217	MESH:D003294	Positive
28959664	Plant ID:136217	MESH:D005334	Positive
28959664	Plant ID:136217	MESH:D003371	Positive
28959664	Plant ID:136217	MESH:D003294	Positive
28959668	Plant ID:52471	MESH:D009369	Positive
28959670	Plant ID:175694	MESH:D000707	Negative
28959677	Plant ID:455045	MESH:D015431	Positive
28960612	Plant ID:137457	MESH:D009369	Positive
28960612	Plant ID:137457	MESH:D011471	Positive
28960612	Plant ID:137457	MESH:D015179	Positive
27922546	Plant ID:3922	MESH:D056486	Positive
27922672	Plant ID:119260	MESH:D009369	Positive
27922683	Plant ID:4505	MESH:D009369	Positive
27925497	Plant ID:308281	MESH:D009369	Positive
27927056	Plant ID:260142	MESH:D003920	Positive
27927080	Plant ID:4054	MESH:D003920	Positive
27927199	Plant ID:85712	MESH:D001943	Positive
27927199	Plant ID:3677	MESH:D001943	Positive
27929430	Plant ID:32224	MESH:D007249	Positive
27929430	Plant ID:32224	MESH:D003920	Positive
27929430	Plant ID:32224	MESH:D009369	Positive
27929430	Plant ID:32224	MESH:D001424	Positive
27929430	Plant ID:32224	MESH:D010146	Positive
27929430	Plant ID:32224	MESH:D004342	Positive
27929444	Plant ID:137220	MESH:D007565	Positive
27931287	Plant ID:141005	MESH:D009369	Positive
27932780	Plant ID:4097	MESH:D002318	Negative
27932780	Plant ID:4097	MESH:D009369	Negative
27933989	Plant ID:3750	MESH:D004342	Negative
27933989	Plant ID:3750	MESH:D004342	Negative
27937047	Plant ID:4682	MESH:D003925	Positive
27937075	Plant ID:39352	MESH:D017129	Positive
27937075	Plant ID:39352	MESH:D017129	Positive
27937075	Plant ID:52462	MESH:D017129	Positive
27937075	Plant ID:52462	MESH:D017129	Positive
27937075	Plant ID:39329	MESH:D017129	Positive
27937075	Plant ID:39329	MESH:D017129	Positive
27941607	Plant ID:39367	MESH:D015179	Positive
27941615	Plant ID:4442	MESH:D009765	Positive
27941615	Plant ID:4442	MESH:D009765	Positive
27941615	Plant ID:4442	MESH:D009765	Positive
27941619	Plant ID:191066	MESH:D004194	Positive
27941619	Plant ID:191066	MESH:D007249	Positive
27956793	Plant ID:4097	MESH:D010190	Negative
27965503	Plant ID:4097	MESH:D009062	Negative
27965980	Plant ID:112863	MESH:D009369	Positive
27965980	Plant ID:112863	MESH:D006528	Positive
27966506	Plant ID:4097	MESH:D001523	Negative
27966506	Plant ID:184783	MESH:D001523	Negative
27976871	Plant ID:4097	MESH:C537437	Negative
27979021	Plant ID:4097	MESH:D001249	Negative
27982733	Plant ID:210369	MESH:D052878	Positive
27982754	Plant ID:4045	MESH:D009369	Positive
27982755	Plant ID:159030	MESH:D009369	Positive
27982755	Plant ID:159030	MESH:D003643	Positive
27987580	Plant ID:4097	MESH:D009369	Negative
27987580	Plant ID:4097	MESH:D009369	Negative
27988254	Plant ID:3760	MESH:D006323	Negative
27988399	Plant ID:39270	MESH:D015746	Positive
27988399	Plant ID:39270	MESH:D005767	Positive
27988399	Plant ID:39270	MESH:D005767	Positive
27988887	Plant ID:3567	MESH:D004342	Negative
27989873	Plant ID:94286	MESH:D001991	Positive
27989873	Plant ID:94286	MESH:D001249	Positive
27989873	Plant ID:94286	MESH:D014069	Positive
27989876	Plant ID:16906	MESH:D003920	Positive
27989876	Plant ID:16906	MESH:D006943	Positive
27990425	Plant ID:22663	MESH:D012555	Positive
10604042	Plant ID:3311	MESH:D058729	Positive
10604046	Plant ID:34256	MESH:D004415	Positive
10604046	Plant ID:48032	MESH:D004415	Positive
10604559	Plant ID:3864	MESH:D000707	Negative
10604559	Plant ID:3864	MESH:D000707	Negative
10604559	Plant ID:3864	MESH:D000707	Negative
10605993	Plant ID:3483	MESH:D001259	Positive
10605993	Plant ID:3483	MESH:D003072	Positive
10606356	Plant ID:3501	MESH:D012216	Positive
10606600	Plant ID:3818	MESH:D004342	Negative
10612830	Plant ID:4097	MESH:D012878	Negative
10612830	Plant ID:4097	MESH:D006528	Negative
10612830	Plant ID:4097	MESH:D008175	Negative
10613100	Plant ID:4097	MESH:D007249	Negative
10613100	Plant ID:4097	MESH:D001249	Negative
10613100	Plant ID:4097	MESH:D006255	Negative
10613100	Plant ID:4097	MESH:D005355	Negative
10613100	Plant ID:4097	MESH:D002925	Negative
10613100	Plant ID:4097	MESH:D012852	Negative
10613323	Plant ID:4097	MESH:D051437	Negative
10613339	Plant ID:3483	MESH:D006258	Positive
10613339	Plant ID:3483	MESH:D006258	Negative
10613759	Plant ID:4202	MESH:D003920	Positive
10613763	Plant ID:35875	MESH:D002318	Positive
10616676	Plant ID:4097	MESH:D012135	Negative
10616829	Plant ID:4097	MESH:D008175	Negative
10616829	Plant ID:4097	MESH:D008175	Negative
10616829	Plant ID:4097	MESH:D008175	Negative
10616829	Plant ID:4097	MESH:D008175	Negative
10619337	Plant ID:3316	MESH:D059366	Negative
10619383	Plant ID:124943	MESH:D063646	Positive
10619383	Plant ID:124943	MESH:D009369	Positive
10619388	Plant ID:171929	MESH:D004927	Positive
10620527	Plant ID:4097	MESH:D001932	Negative
10620527	Plant ID:4097	MESH:D009369	Negative
10620630	Plant ID:4097	MESH:D063646	Negative
10622527	Plant ID:4097	MESH:D008175	Negative
10622527	Plant ID:4097	MESH:D012131	Negative
10622527	Plant ID:4097	MESH:D008175	Negative
10623936	Plant ID:65561	MESH:D003866	Positive
10623936	Plant ID:65561	MESH:D003027	Positive
10624707	Plant ID:4682	MESH:D009369	Positive
10624879	Plant ID:22663	MESH:D003967	Positive
10624883	Plant ID:41522	MESH:D007249	Positive
10624885	Plant ID:127999	MESH:D004487	Positive
10624885	Plant ID:127999	MESH:D004487	Positive
10624895	Plant ID:89151	MESH:D003920	Positive
10624895	Plant ID:89151	MESH:D003920	Positive
10625112	Plant ID:65561	MESH:D019964	Positive
10625170	Plant ID:4097	MESH:D015179	Negative
10625934	Plant ID:4097	MESH:D008171	Negative
10628189	Plant ID:3847	MESH:D009369	Positive
10629246	Plant ID:4097	MESH:D008175	Negative
10630593	Plant ID:4442	MESH:D063646	Positive
10630593	Plant ID:4442	MESH:D063646	Positive
10631246	Plant ID:4039	MESH:D013742	Negative
10631398	Plant ID:4097	MESH:D008171	Negative
10631398	Plant ID:4097	MESH:D009369	Negative
10631398	Plant ID:4097	MESH:D008171	Negative
10631398	Plant ID:4097	MESH:D009369	Negative
10631398	Plant ID:4097	MESH:D006255	Negative
10631398	Plant ID:4097	MESH:D006255	Negative
10631398	Plant ID:4097	MESH:D004342	Negative
10631398	Plant ID:4097	MESH:D008444	Negative
10631398	Plant ID:4097	MESH:D012804	Negative
10631398	Plant ID:4097	MESH:D009369	Negative
10632089	Plant ID:128608	MESH:D003920	Positive
10632090	Plant ID:47101	MESH:D003920	Positive
10632090	Plant ID:47101	MESH:D003920	Positive
10634055	Plant ID:39407	MESH:D013577	Negative
28042288	Plant ID:4097	MESH:D063646	Negative
28042859	Plant ID:92921	MESH:D011472	Positive
28042859	Plant ID:92921	MESH:D011472	Positive
1616804	Plant ID:4097	MESH:D063646	Negative
1616807	Plant ID:4097	MESH:D003643	Negative
1616809	Plant ID:4097	MESH:D008175	Negative
1616809	Plant ID:4097	MESH:D008175	Negative
1616816	Plant ID:4097	MESH:D063646	Negative
1617125	Plant ID:4097	MESH:D012509	Negative
1617125	Plant ID:4097	MESH:D012509	Negative
1617125	Plant ID:4097	MESH:D003643	Negative
1618892	Plant ID:136217	MESH:D009369	Positive
1619344	Plant ID:4097	MESH:D008175	Negative
1619453	Plant ID:13443	MESH:D003643	Negative
1621633	Plant ID:4097	MESH:D014456	Negative
1624152	Plant ID:13443	MESH:D014456	Positive
1624152	Plant ID:13443	MESH:D001660	Positive
1624159	Plant ID:4097	MESH:D015212	Negative
1625083	Plant ID:4097	MESH:D001982	Negative
1630051	Plant ID:85571	MESH:D059366	Negative
1633557	Plant ID:4097	MESH:D002114	Negative
1633557	Plant ID:4097	MESH:D002114	Negative
1633563	Plant ID:4097	MESH:D011009	Negative
1634303	Plant ID:4081	MESH:D008175	Negative
1638735	Plant ID:4097	MESH:D002318	Negative
1638735	Plant ID:4097	MESH:D006331	Negative
1638735	Plant ID:4097	MESH:D002318	Negative
1638735	Plant ID:4097	MESH:D006331	Negative
1638735	Plant ID:4097	MESH:D006331	Negative
1638735	Plant ID:4097	MESH:D003643	Negative
1638735	Plant ID:4097	MESH:D006331	Negative
1638735	Plant ID:4097	MESH:D003643	Negative
1638735	Plant ID:4097	MESH:D006331	Negative
1638735	Plant ID:4097	MESH:D008175	Negative
1638735	Plant ID:4097	MESH:D002318	Negative
1638735	Plant ID:4097	MESH:D008175	Negative
1638735	Plant ID:4097	MESH:D002318	Negative
1638735	Plant ID:4097	MESH:D003643	Negative
1641287	Plant ID:4097	MESH:D010031	Negative
1641287	Plant ID:4097	MESH:D054685	Negative
1641287	Plant ID:4097	MESH:D010031	Negative
1641442	Plant ID:4097	MESH:D006973	Negative
1642680	Plant ID:4722	MESH:D011470	Positive
1642680	Plant ID:4722	MESH:D011472	Positive
27605008	Plant ID:128608	MESH:D056806	Positive
28190698	Plant ID:3483	MESH:D012640	Positive
28687643	Plant ID:4097	MESH:D009369	Negative
28807853	Plant ID:32201	MESH:D009369	Positive
28807853	Plant ID:32201	MESH:D009369	Positive
28811221	Plant ID:153348	MESH:D012216	Positive
28811221	Plant ID:153348	MESH:D012131	Positive
28811221	Plant ID:153348	MESH:D000740	Positive
28988013	Plant ID:34199	MESH:D003920	Positive
28988013	Plant ID:34199	MESH:D003920	Positive
28988013	Plant ID:34199	MESH:D003920	Positive
29021690	Plant ID:4054	MESH:D008107	Positive
29021700	Plant ID:4054	MESH:D004194	Positive
29021701	Plant ID:4054	MESH:D004194	Positive
29021703	Plant ID:4054	MESH:D004194	Positive
29021706	Plant ID:4054	MESH:D009369	Positive
29021708	Plant ID:4054	MESH:D007029	Positive
29021708	Plant ID:4054	MESH:D001847	Positive
29021708	Plant ID:4054	MESH:D007172	Positive
29021708	Plant ID:4054	MESH:D003920	Positive
29021708	Plant ID:4054	MESH:D001172	Positive
29021708	Plant ID:4054	MESH:D001249	Positive
29021759	Plant ID:1007752	MESH:D006261	Positive
29021759	Plant ID:1007752	MESH:D004827	Positive
29021759	Plant ID:1007752	MESH:D012559	Positive
29021759	Plant ID:1007752	MESH:D019964	Positive
2847052	Plant ID:4097	MESH:D009369	Negative
2852566	Plant ID:37656	MESH:D050197	Positive
2856502	Plant ID:34256	MESH:D043183	Positive
2863244	Plant ID:4577	MESH:D014456	Negative
2868082	Plant ID:4097	MESH:D001249	Negative
2868082	Plant ID:4097	MESH:D003920	Negative
2872391	Plant ID:4097	MESH:D009369	Negative
2872391	Plant ID:4097	MESH:D011230	Negative
2872391	Plant ID:4097	MESH:D009062	Negative
21967450	Plant ID:4097	MESH:D010146	Negative
21967450	Plant ID:4097	MESH:D010146	Negative
21967700	Plant ID:175694	MESH:D012909	Positive
21968786	Plant ID:4530	MESH:D017240	Negative
21968786	Plant ID:4530	MESH:D009135	Negative
21969121	Plant ID:318068	MESH:D007239	Positive
21969748	Plant ID:165298	MESH:D050723	Positive
21969789	Plant ID:3811	MESH:D009369	Positive
21969789	Plant ID:3638	MESH:D009369	Positive
21969795	Plant ID:112591	MESH:D010146	Positive
21969795	Plant ID:112591	MESH:D011537	Positive
21969795	Plant ID:112591	MESH:D007249	Positive
21969798	Plant ID:124943	MESH:D006949	Positive
21969798	Plant ID:124943	MESH:D003920	Positive
21969849	Plant ID:4722	MESH:D053158	Positive
21970733	Plant ID:3818	MESH:D000707	Negative
21970733	Plant ID:3818	MESH:D000707	Negative
21972295	Plant ID:4097	MESH:D014376	Negative
21972295	Plant ID:4097	MESH:D003643	Negative
21972295	Plant ID:4097	MESH:D014376	Negative
21972295	Plant ID:4097	MESH:D014376	Negative
21972920	Plant ID:136217	MESH:D003920	Positive
21972920	Plant ID:136217	MESH:D003920	Positive
21973255	Plant ID:4097	MESH:D009369	Negative
21975080	Plant ID:49827	MESH:D009203	Positive
21975781	Plant ID:4400	MESH:D010146	Positive
21975807	Plant ID:1043716	MESH:D007249	Positive
21975807	Plant ID:1043716	MESH:D014456	Positive
21975807	Plant ID:1043716	MESH:D009369	Positive
21975926	Plant ID:3726	MESH:D015431	Negative
21976636	Plant ID:3483	MESH:C536029	Negative
21976799	Plant ID:4097	MESH:D009062	Negative
21976799	Plant ID:4097	MESH:D009369	Negative
21976799	Plant ID:4097	MESH:D009369	Negative
21976812	Plant ID:285590	MESH:D007674	Positive
21976818	Plant ID:204149	MESH:D056486	Negative
21976818	Plant ID:204149	MESH:D056486	Negative
21977912	Plant ID:13443	MESH:D003920	Positive
21978132	Plant ID:13816	MESH:D000544	Positive
21978695	Plant ID:13044	MESH:D014947	Positive
21978922	Plant ID:4097	MESH:D050197	Negative
21979773	Plant ID:34199	MESH:D010146	Positive
21980801	Plant ID:4081	MESH:D000707	Negative
21980801	Plant ID:4081	MESH:D004342	Negative
21980919	Plant ID:23211	MESH:D003288	Negative
21981137	Plant ID:4097	MESH:D007249	Negative
21981137	Plant ID:4097	MESH:D009765	Negative
21981137	Plant ID:4097	MESH:D009369	Negative
21982136	Plant ID:39329	MESH:D014947	Positive
21982222	Plant ID:4097	MESH:D029424	Negative
21982260	Plant ID:4550	MESH:D001249	Positive
21982401	Plant ID:4682	MESH:D003920	Positive
21982433	Plant ID:16906	MESH:D064420	Positive
21982792	Plant ID:39270	MESH:D006973	Positive
21983294	Plant ID:4097	MESH:D000435	Negative
21983487	Plant ID:175694	MESH:D056486	Positive
21983487	Plant ID:175694	MESH:D056486	Positive
21983806	Plant ID:42345	MESH:D007674	Positive
21983875	Plant ID:82528	MESH:D017202	Positive
21984561	Plant ID:4097	MESH:D009369	Negative
21984561	Plant ID:4097	MESH:D009369	Negative
21984567	Plant ID:4097	MESH:D055371	Negative
21984567	Plant ID:4097	MESH:D014947	Negative
21985092	Plant ID:4097	MESH:D064420	Negative
21985092	Plant ID:4097	MESH:D064420	Negative
21985167	Plant ID:4054	MESH:D006332	Positive
21985167	Plant ID:4054	MESH:D006333	Positive
21985167	Plant ID:4054	MESH:D054061	Positive
21985167	Plant ID:4054	MESH:D054061	Positive
21985167	Plant ID:4054	MESH:D006332	Positive
21985167	Plant ID:4054	MESH:D006333	Positive
21985499	Plant ID:36596	MESH:D054549	Positive
21985845	Plant ID:4565	MESH:D004342	Negative
21985845	Plant ID:4565	MESH:D000707	Negative
21985845	Plant ID:4565	MESH:D000707	Negative
21986227	Plant ID:85232	MESH:D003920	Positive
21986227	Plant ID:85232	MESH:D006943	Positive
21986227	Plant ID:85232	MESH:D003920	Positive
21986229	Plant ID:3712	MESH:D014456	Positive
21986229	Plant ID:3712	MESH:D013276	Positive
21986229	Plant ID:3712	MESH:D013276	Positive
21986260	Plant ID:4097	MESH:D008175	Negative
