disease-id	gene-id	source
OMIM:616890	MAP3K20	UNIPROT
MESH:D012600	DLL3	CTD_human
MESH:D012600	NOTCH1	CTD_human
MESH:C567254	RPL11	CTD_human, UNIPROT
MESH:C567548	OFC12	CTD_human
MESH:C563663	LAMTOR2	CTD_human, ORPHANET
MESH:C536254	ALDH7A1	CTD_human, ORPHANET, UNIPROT
MESH:C564273	DFNB38	CTD_human
MESH:C564675	TMC1	CTD_human, UNIPROT
OMIM:193235	LRP5	CTD_human
OMIM:193235	CAPN5	ORPHANET, UNIPROT
MESH:C567831	SYNE1	UNIPROT
MESH:C562937	FGFR3	CTD_human, ORPHANET, UNIPROT
MESH:D012164	CDH3	HPO
MESH:D012164	OCLN	CTD_human
MESH:D012164	SDCCAG8	CTD_human
MESH:D012164	CHAT	CTD_human
MESH:D012164	TREX1	HPO
MESH:D012164	COL2A1	HPO
MESH:D012164	COL9A1	CTD_human
MESH:D012164	COL11A1	HPO
MESH:D012164	CTNS	HPO
MESH:D012164	AGXT	HPO
MESH:D012164	ERCC2	HPO
MESH:D012164	ERCC3	HPO
MESH:D012164	ERCC4	HPO
MESH:D012164	ERCC5	HPO
MESH:D012164	ALDH3A2	HPO
MESH:D012164	TRIM32	HPO
MESH:D012164	SIRT1	CTD_human
MESH:D012164	MMACHC	HPO
MESH:D012164	TINF2	HPO
MESH:D012164	GCK	HPO
MESH:D012164	HBB	HPO
MESH:D012164	VSX1	CTD_human
MESH:D012164	HMOX1	CTD_human
MESH:D012164	ICAM1	CTD_human
MESH:D012164	IDUA	HPO
MESH:D012164	IFNA2	CTD_human
MESH:D012164	INS	HPO
MESH:D012164	PDX1	HPO
MESH:D012164	ABCC6	HPO
MESH:D012164	KCNJ11	HPO
MESH:D012164	MIR182	CTD_human
MESH:D012164	MIR183	CTD_human
MESH:D012164	MIR96	CTD_human
MESH:D012164	MMP9	CTD_human
MESH:D012164	MTNR1A	CTD_human
MESH:D012164	MTTP	HPO
MESH:D012164	MYO5A	HPO
MESH:D012164	NEU1	HPO
MESH:D012164	NOS2	CTD_human
MESH:D012164	SAR1B	HPO
MESH:D012164	PDGFB	CTD_human
MESH:D012164	ENPP1	HPO
MESH:D012164	PEX7	HPO
MESH:D012164	PHYH	HPO
MESH:D012164	PKD2	CTD_human
MESH:D012164	PLOD1	HPO
MESH:D012164	PROS1	HPO
MESH:D012164	PTCH1	HPO
MESH:D012164	PTPRC	CTD_human
MESH:D012164	ABCC8	HPO
MESH:D012164	THY1	CTD_human
MESH:D012164	TNF	CTD_human
MESH:D012164	TTPA	CTD_human
MESH:D012164	VEGFA	CTD_human
MESH:D012164	VIM	CTD_human
MESH:D012164	FZD4	CTD_human
MESH:D012164	DPM1	HPO
MESH:C563853	MED13L	CTD_human, UNIPROT
MESH:D020347	ESR2	CTD_human
MESH:C580192	FOXP3	CTD_human, ORPHANET, UNIPROT
MESH:D003110	CCAT1	CTD_human
MESH:D003110	CDKN1A	CTD_human
MESH:D003110	KDM5B	CTD_human
MESH:D003110	PTP4A3	CTD_human
MESH:D003110	CHEK2	HPO
MESH:D003110	CKM	CTD_human
MESH:D003110	LRG1	CTD_human
MESH:D003110	CP	CTD_human
MESH:D003110	CRYAB	CTD_human
MESH:D003110	PARP4	CTD_human
MESH:D003110	CTNNB1	CTD_human
MESH:D003110	CYP26A1	CTD_human
MESH:D003110	SLC5A8	CTD_human
MESH:D003110	DEFA5	CTD_human
MESH:D003110	DMBT1	CTD_human
MESH:D003110	DNMT1	CTD_human
MESH:D003110	DPYD	CTD_human
MESH:D003110	TYMP	CTD_human
MESH:D003110	EGFR	CTD_human
MESH:D003110	A2M	CTD_human
MESH:D003110	ERBB2	CTD_human
MESH:D003110	MECOM	CTD_human
MESH:D003110	F5	CTD_human
MESH:D003110	ALDH1B1	CTD_human
MESH:D003110	FBP1	CTD_human
MESH:D003110	FAN1	HPO
MESH:D003110	KDM1A	CTD_human
MESH:D003110	RCOR1	CTD_human
MESH:D003110	PLCB1	CTD_human
MESH:D003110	BRD4	CTD_human
MESH:D003110	FOLR1	CTD_human
MESH:D003110	ALOX5	CTD_human
MESH:D003110	GAST	CTD_human
MESH:D003110	FZD2	CTD_human
MESH:D003110	GAP43	CTD_human
MESH:D003110	GCG	CTD_human
MESH:D003110	MLH3	HPO
MESH:D003110	NOX1	CTD_human
MESH:D003110	SLCO1B3	CTD_human
MESH:D003110	GSTM5	CTD_human
MESH:D003110	MSH6	HPO
MESH:D003110	GUCY1A3	CTD_human
MESH:D003110	SERTAD1	CTD_human
MESH:D003110	SH3KBP1	CTD_human
MESH:D003110	HMGCS2	CTD_human
MESH:D003110	APC	HPO
MESH:D003110	APC	CTD_human
MESH:D003110	HES1	CTD_human
MESH:D003110	HSPA2	CTD_human
MESH:D003110	HSPB1	CTD_human
MESH:D003110	BIRC5	CTD_human
MESH:D003110	ICAM1	CTD_human
MESH:D003110	ID3	CTD_human
MESH:D003110	IFNG	CTD_human
MESH:D003110	IGF2	CTD_human
MESH:D003110	IGFBP1	CTD_human
MESH:D003110	IL1B	CTD_human
MESH:D003110	IL1RN	CTD_human
MESH:D003110	TNFRSF9	CTD_human
MESH:D003110	CXCL10	CTD_human
MESH:D003110	ITGA7	CTD_human
MESH:D003110	ITIH4	CTD_human
MESH:D003110	JUN	CTD_human
MESH:D003110	KCNH2	CTD_human
MESH:D003110	KRAS	HPO
MESH:D003110	KRAS	CTD_human
MESH:D003110	LEP	CTD_human
MESH:D003110	LPL	CTD_human
MESH:D003110	LTF	CTD_human
MESH:D003110	EPCAM	HPO
MESH:D003110	MAOB	CTD_human
MESH:D003110	MCM2	CTD_human
MESH:D003110	MDM2	HPO
MESH:D003110	MEP1A	CTD_human
MESH:D003110	MKI67	CTD_human
MESH:D003110	MLH1	HPO
MESH:D003110	MLH1	CTD_human
MESH:D003110	ASCL2	CTD_human
MESH:D003110	MMP7	CTD_human
MESH:D003110	MMP9	CTD_human
MESH:D003110	MMP12	CTD_human
MESH:D003110	MSH2	HPO
MESH:D003110	MTHFR	CTD_human
MESH:D003110	MUTYH	CTD_human
MESH:D003110	MYC	CTD_human
MESH:D003110	NFKB1	CTD_human
MESH:D003110	NOS2	CTD_human
MESH:D003110	NOTCH1	CTD_human
MESH:D003110	ODC1	CTD_human
MESH:D003110	OXT	CTD_human
MESH:D003110	NOX4	CTD_human
MESH:D003110	PARK2	CTD_human
MESH:D003110	PCNA	CTD_human
MESH:D003110	LEF1	CTD_human
MESH:D003110	PCP4	CTD_human
MESH:D003110	SERPINB5	CTD_human
MESH:D003110	PIK3CA	HPO
MESH:D003110	PMS1	HPO
MESH:D003110	ATP7A	CTD_human
MESH:D003110	PMS2	HPO
MESH:D003110	POLB	CTD_human
MESH:D003110	PPARG	CTD_human
MESH:D003110	XAF1	CTD_human
MESH:D003110	PRR5-ARHGAP8	CTD_human
MESH:D003110	MAP2K6	CTD_human
MESH:D003110	RHOJ	CTD_human
MESH:D003110	PTGS2	CTD_human
MESH:D003110	NDRG2	CTD_human
MESH:D003110	BAK1	CTD_human
MESH:D003110	BAX	CTD_human
MESH:D003110	ACTA2	CTD_human
MESH:D003110	CCND1	CTD_human
MESH:D003110	BCL2	CTD_human
MESH:D003110	RELA	CTD_human
MESH:D003110	RFC1	CTD_human
MESH:D003110	RPS19	HPO
MESH:D003110	S100A4	CTD_human
MESH:D003110	S100A9	CTD_human
MESH:D003110	CCL20	CTD_human
MESH:D003110	SLC2A1	CTD_human
MESH:D003110	SLC16A1	CTD_human
MESH:D003110	BMPR1A	HPO
MESH:D003110	SLC19A1	CTD_human
MESH:D003110	SLC22A1	CTD_human
MESH:D003110	SOD2	CTD_human
MESH:D003110	SPARC	CTD_human
MESH:D003110	SRC	CTD_human
MESH:D003110	STAT3	CTD_human
MESH:D003110	SULT1A1	CTD_human
MESH:D003110	TAGLN	CTD_human
MESH:D003110	TCF7L2	CTD_human
MESH:D003110	TCF19	CTD_human
MESH:D003110	TGFBR2	HPO
MESH:D003110	TGFBR2	CTD_human
MESH:D003110	TNF	CTD_human
MESH:D003110	TP53	HPO
MESH:D003110	TP53	CTD_human, HPO
MESH:D003110	TPM3	CTD_human
MESH:D003110	ACTG2	CTD_human
MESH:D003110	TYMS	CTD_human
MESH:D003110	UMPS	CTD_human
MESH:D003110	COL14A1	HPO
MESH:D003110	VEGFA	CTD_human
MESH:D003110	WT1	CTD_human
MESH:D003110	CACNA2D1	CTD_human
MESH:D003110	RNF34	CTD_human
MESH:D003110	AXIN2	CTD_human
MESH:D003110	BAP1	CTD_human
MESH:D003110	RECK	CTD_human
MESH:D003110	LGR5	CTD_human
MESH:D003110	EIF3I	CTD_human
MESH:D003110	BECN1	CTD_human
MESH:D003110	CBR1	CTD_human
MESH:D003110	TNFSF10	CTD_human
MESH:D003110	TNFRSF10A	CTD_human
MESH:D003110	PROM1	CTD_human
MESH:D003110	CCND2	CTD_human
MESH:D003110	IL32	CTD_human
OMIM:190900	NR2E3	HPO
OMIM:190900	OPA1	HPO
OMIM:190900	OPN1SW	CTD_human, HPO, ORPHANET, UNIPROT
MESH:D007715	AGGF1	CTD_human, ORPHANET, UNIPROT
MESH:D007715	KTWS	CTD_human
MESH:D010494	PRG4	HPO
MESH:C564029	HEY	CTD_human
MESH:D052496	AKT2	CTD_human
MESH:D052496	LMNA	CTD_human
MESH:D052496	LMNA	ORPHANET
MESH:D052496	LMNA	ORPHANET, UNIPROT
MESH:D052496	PPARG	CTD_human
MESH:D052496	PPARG	ORPHANET, UNIPROT
MESH:D052496	PPP1R3A	CTD_human
MESH:D052496	CAV1	CTD_human
MESH:C538604	TRIM37	ORPHANET
MESH:D005334	ADA	HPO
MESH:D005334	IKZF1	HPO
MESH:D005334	MALT1	HPO
MESH:D005334	ADAMTS13	HPO
MESH:D005334	TREX1	HPO
MESH:D005334	LYST	HPO
MESH:D005334	TPH2	CTD_human
MESH:D005334	CCR1	HPO
MESH:D005334	COL1A1	HPO
MESH:D005334	CRH	CTD_human
MESH:D005334	CSF3	CTD_human
MESH:D005334	CTLA4	HPO
MESH:D005334	CYBA	HPO
MESH:D005334	CYBB	HPO
MESH:D005334	CYP21A2	HPO
MESH:D005334	DDB2	HPO
MESH:D005334	EDA	HPO
MESH:D005334	ELANE	HPO
MESH:D005334	AK2	HPO
MESH:D005334	ERCC2	HPO
MESH:D005334	ERCC3	HPO
MESH:D005334	ERCC4	HPO
MESH:D005334	ERCC5	HPO
MESH:D005334	F5	HPO
MESH:D005334	FBP1	HPO
MESH:D005334	LPIN1	HPO
MESH:D005334	FSHB	CTD_human
MESH:D005334	ALPL	HPO
MESH:D005334	ABL1	HPO
MESH:D005334	GAA	HPO
MESH:D005334	PTPN22	HPO
MESH:D005334	IL36RN	HPO
MESH:D005334	FOXP1	HPO
MESH:D005334	BLNK	HPO
MESH:D005334	HBB	HPO
MESH:D005334	HLA-B	HPO
MESH:D005334	HLA-DPB1	HPO
MESH:D005334	HLA-DRB1	HPO
MESH:D005334	HMGB1	CTD_human
MESH:D005334	HMGCL	HPO
MESH:D005334	BIRC3	HPO
MESH:D005334	HTR1A	CTD_human, HPO
MESH:D005334	HTR2A	CTD_human
MESH:D005334	IRF8	HPO
MESH:D005334	IFNA2	CTD_human
MESH:D005334	IFNG	CTD_human
MESH:D005334	IGH	HPO
MESH:D005334	IGHM	HPO
MESH:D005334	IGLL1	HPO
MESH:D005334	FAS	HPO
MESH:D005334	IL1A	CTD_human
MESH:D005334	IL1B	CTD_human
MESH:D005334	IL2	CTD_human
MESH:D005334	IL2RG	HPO
MESH:D005334	IL6	CTD_human, HPO
MESH:D005334	IL7R	HPO
MESH:D005334	CXCL8	CTD_human
MESH:D005334	IL10	HPO
MESH:D005334	AQP2	HPO
MESH:D005334	IL12A	HPO
MESH:D005334	IL12B	HPO
MESH:D005334	JAK2	HPO
MESH:D005334	ASPG	CTD_human
MESH:D005334	KCNJ1	HPO
MESH:D005334	LBR	HPO
MESH:D005334	LIG4	HPO
MESH:D005334	MEFV	HPO
MESH:D005334	MIF	HPO
MESH:D005334	MVK	CTD_human
MESH:D005334	MYH3	HPO
MESH:D005334	NCF2	HPO
MESH:D005334	NCF4	HPO
MESH:D005334	ATM	HPO
MESH:D005334	ATP1A2	HPO
MESH:D005334	NME1	HPO
MESH:D005334	NOS1	CTD_human
MESH:D005334	NOTCH3	HPO
MESH:D005334	ERAP1	HPO
MESH:D005334	ADA2	HPO
MESH:D005334	PIK3R1	HPO
MESH:D005334	POMC	CTD_human
MESH:D005334	AVP	HPO
MESH:D005334	SLC29A3	HPO
MESH:D005334	AVPR2	HPO
MESH:D005334	CHD7	HPO
MESH:D005334	PRL	CTD_human
MESH:D005334	PRNP	HPO
MESH:D005334	PRSS1	HPO
MESH:D005334	PRTN3	HPO
MESH:D005334	PTGS2	CTD_human
MESH:D005334	RAG1	HPO
MESH:D005334	RAG2	HPO
MESH:D005334	CCND1	HPO
MESH:D005334	BCL2	HPO
MESH:D005334	RMRP	HPO
MESH:D005334	BCL6	HPO
MESH:D005334	BCR	HPO
MESH:D005334	RYR1	HPO
MESH:D005334	SLC11A1	HPO
MESH:D005334	SLC12A1	HPO
MESH:D005334	SOD2	CTD_human
MESH:D005334	DST	HPO
MESH:D005334	SPINK1	HPO
MESH:D005334	STAT3	CTD_human
MESH:D005334	STAT4	HPO
MESH:D005334	TCF3	HPO
MESH:D005334	MLX	HPO
MESH:D005334	BTK	HPO
MESH:D005334	TLR4	HPO
MESH:D005334	TNF	CTD_human
MESH:D005334	TNFRSF1A	CTD_human
MESH:D005334	C4A	HPO
MESH:D005334	WAS	HPO
MESH:D005334	WIPF1	HPO
MESH:D005334	XPA	HPO
MESH:D005334	XPC	HPO
MESH:D005334	CACNA1A	HPO
MESH:D005334	KLRC4	HPO
MESH:D005334	RUNX1	HPO
MESH:D005334	STX11	HPO
MESH:D005334	BCL10	HPO
MESH:D005334	PSTPIP1	HPO
MESH:D005334	CD27	HPO
MESH:D005334	PTGES	CTD_human
MESH:D005334	LPIN2	HPO
MESH:D005334	CD79A	HPO
MESH:D005334	CD79B	HPO
MESH:C535428	DRD5	CTD_human
MESH:D013899	SMARCA4	CTD_human
MESH:D013899	SOX2	CTD_human
MESH:C536778	SLC22A5	CTD_human, ORPHANET, UNIPROT
OMIM:612953	PLA2G6	CTD_human, ORPHANET, UNIPROT
MESH:D018269	MSLN	CTD_human
MESH:C564743	MMADHC	CTD_human, ORPHANET, UNIPROT
MESH:C537908	TWIST2	ORPHANET, UNIPROT
MESH:C538387	SPECC1L	ORPHANET, UNIPROT
MESH:C538387	OGS2	CTD_human
MESH:C564390	CSRP3	CTD_human
MESH:C538157	NOD2	CTD_human, ORPHANET, UNIPROT
MESH:C562717	RHAG	ORPHANET
MESH:C562717	RHCE	ORPHANET
MESH:C562717	RHD	ORPHANET
MESH:C564457	ANOP1	CTD_human
OMIM:616126	ISG15	ORPHANET
MESH:C537373	DHCR7	HPO
MESH:C537373	HOXA13	HPO
MESH:C537373	HOXD13	HPO
MESH:C537373	HNF1B	HPO
MESH:C537373	HNF1B	ORPHANET
MESH:C537373	KDM6A	HPO
MESH:C537373	PUJO	CTD_human
MESH:C537373	KMT2D	HPO
MESH:C537373	TBX18	HPO, UNIPROT
MESH:C537373	PIGL	HPO
MESH:D008659	CRP	CTD_human
MESH:D008659	DSG1	CTD_human
MESH:D008659	AHR	CTD_human
MESH:D008659	ESRRA	CTD_human
MESH:D008659	ETFDH	CTD_human
MESH:D008659	HTR2A	CTD_human
MESH:D008659	INS	CTD_human
MESH:D008659	UPB1	CTD_human
MESH:D008659	PPARG	CTD_human
MESH:C548028	HINT1	CTD_human
MESH:D016506	ATP2C1	CTD_human, ORPHANET, UNIPROT
MESH:D008479	PTPN1	CTD_human
OMIM:614251	EIF4G1	UNIPROT
OMIM:614672	GATAD1	UNIPROT
MESH:D007972	GJB6	HPO
MESH:D007972	DKC1	HPO
MESH:D007972	TINF2	HPO
MESH:D007972	GJB2	HPO
MESH:D007972	KRT4	HPO
MESH:D007972	KRT5	HPO
MESH:D007972	KRT6A	HPO
MESH:D007972	KRT6B	HPO
MESH:D007972	KRT14	HPO
MESH:D007972	KRT16	HPO
MESH:D007972	KRT17	HPO
MESH:D007972	MEFV	HPO
MESH:D007972	PARN	HPO
MESH:D007972	RTEL1	HPO
MESH:D007972	WRAP53	HPO
MESH:D007972	NOP10	HPO
MESH:D007972	FERMT1	HPO
MESH:D007972	NHP2	HPO
MESH:D007972	PTGS2	CTD_human
MESH:D007972	TERC	HPO
MESH:D007972	TERT	HPO
MESH:C567125	PSAP	CTD_human, ORPHANET
MESH:D009798	DDIT3	CTD_human
MESH:D009798	NR3C1	CTD_human
MESH:D009798	MMP1	CTD_human
MESH:D003092	NAMPT	CTD_human
MESH:D003092	SIRT1	CTD_human
MESH:D003092	ALOX5	CTD_human
MESH:D003092	GCG	CTD_human
MESH:D003092	HMOX1	CTD_human
MESH:D003092	IFNG	CTD_human
MESH:D003092	IGF1	CTD_human
MESH:D003092	IL1B	CTD_human
MESH:D003092	IL4	CTD_human
MESH:D003092	IL6	CTD_human
MESH:D003092	IL10	CTD_human
MESH:D003092	IL17A	CTD_human
MESH:D003092	CIITA	HPO
MESH:D003092	MIF	CTD_human
MESH:D003092	MPO	CTD_human
MESH:D003092	NOS2	CTD_human
MESH:D003092	GHRL	CTD_human
MESH:D003092	FERMT1	HPO
MESH:D003092	PTGS2	CTD_human
MESH:D003092	RELA	CTD_human
MESH:D003092	RFX5	HPO
MESH:D003092	RFXAP	HPO
MESH:D003092	SKIV2L	HPO
MESH:D003092	SRC	CTD_human
MESH:D003092	ADAM17	CTD_human
MESH:D003092	TIMP3	CTD_human
MESH:D003092	TNF	CTD_human
MESH:D003092	TST	CTD_human
MESH:D003092	MADCAM1	CTD_human
MESH:D003092	RFXANK	HPO
MESH:D003092	LRBA	HPO
MESH:C566239	ASD1	CTD_human
MESH:D015477	ETV6	ORPHANET
MESH:D015477	KIT	HPO
MESH:D015477	PDGFRB	ORPHANET
OMIM:615683	ENTPD1	ORPHANET, UNIPROT
MESH:C564180	TGIF1	CTD_human, UNIPROT
MESH:C566999	AD14	CTD_human
MESH:C562393	CDKN2A	CTD_human
MESH:C562393	MITF	CTD_human
MESH:C562393	BAP1	CTD_human
MESH:C535314	OBSL1	ORPHANET
MESH:C535314	CCDC8	ORPHANET
MESH:C535314	CUL7	CTD_human, ORPHANET
MESH:C535314	CUL7	UNIPROT
MESH:C564908	PTF1A	CTD_human
MESH:C564908	PDX1	CTD_human
OMIM:615685	ARL6IP1	ORPHANET
MESH:D014652	MYL9	CTD_human
MESH:D014652	FBLN5	CTD_human
MESH:D014652	AHR	CTD_human
MESH:D014652	EPO	CTD_human
MESH:D014652	ALDH2	CTD_human
MESH:D014652	GCG	CTD_human
MESH:D014652	HGF	CTD_human
MESH:D014652	MTHFR	CTD_human
MESH:D014652	MYLK	CTD_human
MESH:D014652	PKD2	CTD_human
MESH:D014652	SLC12A3	CTD_human
MESH:D014652	SOD2	CTD_human
MESH:D014652	TIMP1	CTD_human
MESH:D014652	TNF	CTD_human
MESH:D014652	VKORC1	CTD_human
MESH:D014652	ADM2	CTD_human
MESH:D018232	FOXO1	CTD_human, HPO, ORPHANET
MESH:D018232	PAX3	CTD_human, HPO, ORPHANET
MESH:D018232	PAX7	CTD_human, HPO, ORPHANET
MESH:D018232	TP73	CTD_human
MESH:C566112	FBN1	CTD_human, ORPHANET, UNIPROT
MESH:C537860	ATP7A	CTD_human, ORPHANET, UNIPROT
MESH:C537074	EYA1	ORPHANET
MESH:C537074	PAX1	ORPHANET
MESH:C565196	CFH	CTD_human, UNIPROT
MESH:C565196	FKBP10	CTD_human
MESH:D009397	CLDN16	HPO
MESH:D009397	SLC26A1	CTD_human
MESH:D009397	CLCN5	HPO
MESH:D009397	COL4A3	HPO
MESH:D009397	CYP24A1	HPO
MESH:D009397	AGXT	HPO
MESH:D009397	FAH	HPO
MESH:D009397	ALPL	HPO
MESH:D009397	VPS33B	HPO
MESH:D009397	GNA11	HPO
MESH:D009397	HNF4A	HPO
MESH:D009397	KCNJ1	HPO
MESH:D009397	MEN1	HPO
MESH:D009397	ATP6V0A4	HPO
MESH:D009397	SBDS	HPO
MESH:D009397	PIGT	HPO
MESH:D009397	PHEX	CTD_human
MESH:D009397	POMC	CTD_human
MESH:D009397	FAM20A	HPO
MESH:D009397	PTH1R	HPO
MESH:D009397	SLC4A1	HPO
MESH:D009397	SLC12A1	HPO
MESH:D009397	CASR	HPO
MESH:D009397	GRHPR	HPO
OMIM:212500	LEMD2	UNIPROT
OMIM:212500	GCNT2	CTD_human
MESH:C565192	PNPLA2	CTD_human, ORPHANET, UNIPROT
MESH:D006456	NT5C3A	HPO
MESH:D006552	GNE	HPO
MESH:D006552	GPHN	HPO
MESH:D006552	IRX5	HPO
MESH:D006552	FBLN5	HPO
MESH:D006552	CHRNG	HPO
MESH:D006552	COL1A1	HPO
MESH:D006552	COL1A2	HPO
MESH:D006552	COL2A1	HPO
MESH:D006552	COL3A1	HPO
MESH:D006552	COL5A1	HPO
MESH:D006552	COL5A2	HPO
MESH:D006552	SLC26A2	HPO
MESH:D006552	DVL1	HPO
MESH:D006552	ELN	HPO
MESH:D006552	EZH2	HPO
MESH:D006552	GPC4	HPO
MESH:D006552	FGD1	HPO
MESH:D006552	FGFR1	HPO
MESH:D006552	SATB2	HPO
MESH:D006552	SPECC1L	HPO
MESH:D006552	TGDS	HPO
MESH:D006552	ATP6V0A2	HPO
MESH:D006552	SHPK	HPO
MESH:D006552	NIPBL	HPO
MESH:D006552	GALNS	HPO
MESH:D006552	SIN3A	HPO
MESH:D006552	TBL2	HPO
MESH:D006552	AMH	HPO
MESH:D006552	AMHR2	HPO
MESH:D006552	GPC3	HPO
MESH:D006552	GLB1	HPO
MESH:D006552	GLRA1	HPO
MESH:D006552	GTF2I	HPO
MESH:D006552	GUSB	HPO
MESH:D006552	DSE	HPO
MESH:D006552	EFEMP2	HPO
MESH:D006552	HSPG2	HPO
MESH:D006552	IDS	HPO
MESH:D006552	IDUA	HPO
MESH:D006552	INSR	HPO
MESH:D006552	AR	HPO
MESH:D006552	ISL1	HPO
MESH:D006552	LIMK1	HPO
MESH:D006552	SMAD3	HPO
MESH:D006552	ARSB	HPO
MESH:D006552	MAN2B1	HPO
MESH:D006552	MYH3	HPO
MESH:D006552	NEU1	HPO
MESH:D006552	NOTCH2	HPO
MESH:D006552	NOTCH3	HPO
MESH:D006552	ROR2	HPO
MESH:D006552	MBTPS2	HPO
MESH:D006552	PIK3R1	HPO
MESH:D006552	PLOD1	HPO
MESH:D006552	PLOD2	HPO
MESH:D006552	ATP7A	HPO
MESH:D006552	POLA1	HPO
MESH:D006552	DGCR8	HPO
MESH:D006552	TMEM70	HPO
MESH:D006552	ABCD4	HPO
MESH:D006552	PYCR1	HPO
MESH:D006552	ALDH18A1	HPO
MESH:D006552	RFC2	HPO
MESH:D006552	RPS6KA3	HPO
MESH:D006552	TBX1	HPO
MESH:D006552	TBX3	HPO
MESH:D006552	TGFB2	HPO
MESH:D006552	TGFB3	HPO
MESH:D006552	TGFBR2	CTD_human
MESH:D006552	UBA1	HPO
MESH:D006552	CLIP2	HPO
MESH:D006552	WNT5A	HPO
MESH:D006552	XRCC4	HPO
MESH:D006552	DGCR6	HPO
MESH:D006552	DGCR14	HPO
MESH:D006552	NAA10	HPO
MESH:D006552	LTBP4	HPO
MESH:D006552	CUL4B	HPO
MESH:D006552	OFD1	HPO
MESH:D006552	TP63	HPO
MESH:D006552	SERPINH1	HPO
MESH:D006552	CBS	HPO
MESH:D006552	AP1S2	HPO
MESH:D006552	BAZ1B	HPO
MESH:D006552	ADAMTS2	HPO
MESH:D006552	GTF2IRD1	HPO
MESH:D006552	PTDSS1	HPO
MESH:D006552	MED12	HPO
MESH:D006552	DGCR2	HPO
MESH:D012175	CHEK2	HPO
MESH:D012175	MYCN	ORPHANET
MESH:D012175	RB1	CTD_human, HPO, UNIPROT
MESH:D012175	RB1	ORPHANET
MESH:D012175	TP53	HPO
OMIM:613576	EDSS2	CTD_human
OMIM:614417	CPA6	UNIPROT
OMIM:614202	MAN1B1	UNIPROT
OMIM:616636	STAT2	ORPHANET
MESH:D025861	MTHFR	CTD_human
MESH:C535697	MHS4	CTD_human
MESH:D006463	ADAMTS13	HPO
MESH:D006463	NQO1	CTD_human
MESH:D006463	EPO	CTD_human
MESH:D006463	ALB	CTD_human
MESH:D006463	MMACHC	HPO
MESH:D006463	IL1A	CTD_human
MESH:D006463	IL1B	CTD_human
MESH:D006463	IL6	CTD_human
MESH:D006463	TNF	CTD_human
OMIM:616291	SLC9A1	ORPHANET, UNIPROT
MESH:D003715	CD209	CTD_human
MESH:D005909	CDK6	CTD_human
MESH:D005909	NDRG1	CTD_human
MESH:D005909	TACC3	ORPHANET
MESH:D005909	CHI3L1	CTD_human
MESH:D005909	CSTA	CTD_human
MESH:D005909	CSTB	CTD_human
MESH:D005909	CTNND2	CTD_human
MESH:D005909	CTSB	CTD_human
MESH:D005909	CTSK	CTD_human
MESH:D005909	JAG1	CTD_human
MESH:D005909	DUSP6	CTD_human
MESH:D005909	EGF	CTD_human
MESH:D005909	EGFR	CTD_human
MESH:D005909	EGFR	ORPHANET
MESH:D005909	ERBB2	HPO
MESH:D005909	ERBB2	HPO
MESH:D005909	FAT1	CTD_human
MESH:D005909	FGFR1	ORPHANET
MESH:D005909	FGFR3	ORPHANET
MESH:D005909	FAN1	HPO
MESH:D005909	FN1	CTD_human
MESH:D005909	HEY1	CTD_human
MESH:D005909	BRD4	CTD_human
MESH:D005909	SUZ12	CTD_human
MESH:D005909	FOSL2	CTD_human
MESH:D005909	TES	CTD_human
MESH:D005909	GDNF	CTD_human
MESH:D005909	MLH3	HPO
MESH:D005909	GSTT1	CTD_human
MESH:D005909	MSH6	HPO
MESH:D005909	H2AFX	CTD_human
MESH:D005909	H3F3A	CTD_human
MESH:D005909	HIF1A	CTD_human
MESH:D005909	APC	CTD_human
MESH:D005909	HES1	CTD_human
MESH:D005909	IDH1	ORPHANET
MESH:D005909	IFNA2	CTD_human
MESH:D005909	SEPT14	CTD_human
MESH:D005909	SEPT14	ORPHANET
MESH:D005909	IL1B	CTD_human
MESH:D005909	IL2	CTD_human
MESH:D005909	CXCL8	CTD_human
MESH:D005909	JAG2	CTD_human
MESH:D005909	KRAS	HPO
MESH:D005909	EPCAM	HPO
MESH:D005909	MDM4	CTD_human
MESH:D005909	MET	CTD_human
MESH:D005909	MGMT	CTD_human
MESH:D005909	MGMT	ORPHANET
MESH:D005909	MLH1	HPO
MESH:D005909	MMP2	CTD_human
MESH:D005909	MMP9	CTD_human
MESH:D005909	MSH2	HPO
MESH:D005909	MYC	CTD_human
MESH:D005909	NF1	CTD_human
MESH:D005909	NFKBIA	ORPHANET
MESH:D005909	NOTCH1	CTD_human
MESH:D005909	NOTCH2	CTD_human
MESH:D005909	NOTCH3	CTD_human
MESH:D005909	PARK2	CTD_human
MESH:D005909	ZBTB7A	CTD_human
MESH:D005909	POLK	CTD_human
MESH:D005909	PIK3CA	HPO
MESH:D005909	PIM1	CTD_human
MESH:D005909	PML	CTD_human
MESH:D005909	PMS1	HPO
MESH:D005909	PMS2	HPO
MESH:D005909	PPARG	ORPHANET
MESH:D005909	PTK2	CTD_human
MESH:D005909	BCHE	CTD_human
MESH:D005909	BRD2	CTD_human
MESH:D005909	BMI1	CTD_human
MESH:D005909	TACC1	ORPHANET
MESH:D005909	TGFBR2	HPO
MESH:D005909	TGM2	CTD_human
MESH:D005909	TP53	ORPHANET
MESH:D005909	VEGFA	CTD_human
MESH:D005909	WT1	CTD_human
