common-names	food-name	food-id	food-category	scientific-name	tax-id
	Vicia hirsuta	Plant ID:3910	Miscellaneous	Vicia hirsuta	3910.0
	Micromeria juliana	Plant ID:306395	Miscellaneous	Micromeria juliana	306395.0
	Dahlia pinnata	Plant ID:101596	Miscellaneous	Dahlia pinnata	101596.0
	Aegopodium alpestre	Plant ID:52445	Miscellaneous	Aegopodium alpestre	52445.0
	Helianthus x laetiflorus	Plant ID:2010334	Miscellaneous	Helianthus x laetiflorus	2010334.0
	Hydrophyllum canadense	Plant ID:85212	Miscellaneous	Hydrophyllum canadense	85212.0
hairy vetch	Hairy vetch	Plant ID:3911	Miscellaneous	Vicia villosa	3911.0
chanterelle	Chanterelle	Plant ID:36066	Miscellaneous	Cantharellus cibarius	36066.0
	Bolax gummifera	Plant ID:52450	Miscellaneous	Bolax gummifera	52450.0
	Bupleurum chinense	Plant ID:52451	Medicinal	Bupleurum chinense	52451.0
yellow pond lily; spatterdock	Yellow pond lily	Plant ID:77027	Miscellaneous	Nuphar polysepala	77027.0
	Thymbra spicata	Plant ID:306406	Miscellaneous	Thymbra spicata	306406.0
bay laurel	Bay laurel	Plant ID:85223	Herbs and Spices	Laurus nobilis	85223.0
	Caucalis platycarpos	Plant ID:52456	Miscellaneous	Caucalis platycarpos	52456.0
	Dudleya edulis	Plant ID:1289449	Miscellaneous	Dudleya edulis	1289449.0
	Pratia angulata	Plant ID:85225	Miscellaneous	Pratia angulata	85225.0
	Vicia narbonensis	Plant ID:3912	Miscellaneous	Vicia narbonensis	3912.0
	Megacarpaea polyandra	Plant ID:85228	Miscellaneous	Megacarpaea polyandra	85228.0
conehead thyme; persian hyssop; spanish oregano	Conehead thyme	Plant ID:543980	Miscellaneous	Thymbra capitata	543980.0
cumin	Cumin	Plant ID:52462	Herbs and Spices	Cuminum cyminum	52462.0
maidenhair tree; ginkgo	Maidenhair tree	Plant ID:3311	Herbs and Spices	Ginkgo biloba	3311.0
	Morus nigra	Plant ID:85232	Herbs and Spices	Morus nigra	85232.0
	Melianthus major	Plant ID:85230	Miscellaneous	Melianthus major	85230.0
pacific red cedar; western red cedar; giant arborvitae	Pacific red cedar	Plant ID:3316	Plant Derivative	Thuja plicata	3316.0
	Geranium tuberosum	Plant ID:314613	Miscellaneous	Geranium tuberosum	314613.0
	Thuja occidentalis	Plant ID:3317	Miscellaneous	Thuja occidentalis	3317.0
asafoetida	Asafoetida	Plant ID:52471	Herbs and Spices	Ferula assa-foetida	52471.0
	Taraxacum magellanicum	Plant ID:511223	Miscellaneous	Taraxacum magellanicum	511223.0
	Thalictrum actaeifolium	Plant ID:1084664	Miscellaneous	Thalictrum actaeifolium	1084664.0
	Satureja spicigera	Plant ID:412922	Miscellaneous	Satureja spicigera	412922.0
joshua tree	Joshua tree	Plant ID:101622	Miscellaneous	Yucca brevifolia	101622.0
	Thymus praecox	Plant ID:347388	Miscellaneous	Thymus praecox	347388.0
	Peucedanum ostruthium	Plant ID:52477	Miscellaneous	Peucedanum ostruthium	52477.0
american larch; tamarack	American larch	Plant ID:3326	Miscellaneous	Larix laricina	3326.0
western larch	Western larch	Plant ID:3327	Miscellaneous	Larix occidentalis	3327.0
	Margyricarpus pinnatus	Plant ID:281856	Miscellaneous	Margyricarpus pinnatus	281856.0
	Salvia elegans	Plant ID:888065	Miscellaneous	Salvia elegans	888065.0
	Idesia polycarpa	Plant ID:77057	Miscellaneous	Idesia polycarpa	77057.0
norway spruce	Norway spruce	Plant ID:3329	Miscellaneous	Picea abies	3329.0
white spruce	White spruce	Plant ID:3330	Miscellaneous	Picea glauca	3330.0
	Oenanthe pimpinelloides	Plant ID:52485	Miscellaneous	Oenanthe pimpinelloides	52485.0
	Osmorhiza chilensis	Plant ID:52486	Miscellaneous	Osmorhiza chilensis	52486.0
	Lonicera chrysantha	Plant ID:486663	Miscellaneous	Lonicera chrysantha	486663.0
	Cephalaria syriaca	Plant ID:183560	Miscellaneous	Cephalaria syriaca	183560.0
engelmann's spruce	Engelmann's spruce	Plant ID:3334	Miscellaneous	Picea engelmannii	3334.0
	Petasites albus	Plant ID:904458	Miscellaneous	Petasites albus	904458.0
	Angelica decursiva	Plant ID:52491	Miscellaneous	Angelica decursiva	52491.0
pinyon	Pinyon	Plant ID:3340	Miscellaneous	Pinus edulis	3340.0
	Lonicera gracilipes	Plant ID:486668	Miscellaneous	Lonicera gracilipes	486668.0
black spruce	Black spruce	Plant ID:3335	Miscellaneous	Picea mariana	3335.0
	Picea omorika	Plant ID:3336	Miscellaneous	Picea omorika	3336.0
	Lonicera henryi	Plant ID:486672	Miscellaneous	Lonicera henryi	486672.0
lodgepole pine	Lodgepole pine	Plant ID:3339	Miscellaneous	Pinus contorta	3339.0
sugar pine	Sugar pine	Plant ID:3343	Miscellaneous	Pinus lambertiana	3343.0
western white pine	Western white pine	Plant ID:3345	Miscellaneous	Pinus monticola	3345.0
pignolia nut pine; parasol pine; stone pine	Pignolia nut pine	Plant ID:3346	Miscellaneous	Pinus pinea	3346.0
	Gypsophila oldhamiana	Plant ID:1830165	Miscellaneous	Gypsophila oldhamiana	1830165.0
monterey pine	Monterey pine	Plant ID:3347	Miscellaneous	Pinus radiata	3347.0
big cone pine; coulter pine	Big cone pine	Plant ID:3351	Miscellaneous	Pinus coulteri	3351.0
eastern white pine	Eastern white pine	Plant ID:3348	Miscellaneous	Pinus strobus	3348.0
chinese catalpa	Chinese catalpa	Plant ID:265497	Miscellaneous	Catalpa ovata	265497.0
macadamia nut	Macadamia nut	Plant ID:60698	Miscellaneous	Macadamia integrifolia	60698.0
jack pine	Jack pine	Plant ID:3353	Miscellaneous	Pinus banksiana	3353.0
	Azorella trifurcata	Plant ID:52508	Miscellaneous	Azorella trifurcata	52508.0
ozark chinkapin	Ozark chinkapin	Plant ID:265500	Miscellaneous	Castanea ozarkensis	265500.0
	Hesperocallis undulata	Plant ID:232733	Miscellaneous	Hesperocallis undulata	232733.0
loblolly pine	Loblolly pine	Plant ID:3352	Miscellaneous	Pinus taeda	3352.0
douglas fir	Douglas fir	Plant ID:3357	Miscellaneous	Pseudotsuga menziesii	3357.0
	Staphylea colchica	Plant ID:380185	Miscellaneous	Staphylea colchica	380185.0
american bladdernut	American bladdernut	Plant ID:85280	Miscellaneous	Staphylea trifolia	85280.0
	Azorella polaris	Plant ID:52515	Miscellaneous	Azorella polaris	52515.0
western hemlock	Western hemlock	Plant ID:3359	Miscellaneous	Tsuga heterophylla	3359.0
	Talinum aurantiacum	Plant ID:486694	Miscellaneous	Talinum aurantiacum	486694.0
	Amelanchier arborea	Plant ID:52521	Miscellaneous	Amelanchier arborea	52521.0
	Amelanchier asiatica	Plant ID:52522	Miscellaneous	Amelanchier asiatica	52522.0
	Amelanchier canadensis	Plant ID:52523	Miscellaneous	Amelanchier canadensis	52523.0
	Tricyrtis latifolia	Plant ID:85291	Miscellaneous	Tricyrtis latifolia	85291.0
guelder rose; american cranberrybush; european cranberrybush; crampbark	Guelder rose	Plant ID:85293	Miscellaneous	Viburnum opulus	85293.0
	Amelanchier humilis	Plant ID:52529	Miscellaneous	Amelanchier humilis	52529.0
	Amelanchier intermedia	Plant ID:52530	Miscellaneous	Amelanchier intermedia	52530.0
	Amelanchier laevis	Plant ID:52531	Miscellaneous	Amelanchier laevis	52531.0
	Nuphar advena	Plant ID:77108	Miscellaneous	Nuphar advena	77108.0
curry leaf	Curry leaf	Plant ID:159030	Herbs and Spices	Murraya koenigii	159030.0
	Amelanchier sanguinea	Plant ID:52536	Miscellaneous	Amelanchier sanguinea	52536.0
lime	Lime	Plant ID:159033	Fruit	Citrus aurantiifolia	159033.0
yellow water lily	Yellow water lily	Plant ID:77113	Miscellaneous	Nuphar lutea	77113.0
	Amelanchier stolonifera	Plant ID:52538	Miscellaneous	Amelanchier stolonifera	52538.0
	Amelanchier utahensis	Plant ID:52539	Miscellaneous	Amelanchier utahensis	52539.0
	Atriplex gmelinii	Plant ID:118074	Miscellaneous	Atriplex gmelinii	118074.0
garlic mustard	Garlic mustard	Plant ID:126270	Miscellaneous	Alliaria petiolata	126270.0
	Beta trigyna	Plant ID:19769	Miscellaneous	Beta trigyna	19769.0
	Ephedra altissima	Plant ID:3391	Miscellaneous	Ephedra altissima	3391.0
sea grape	Sea grape	Plant ID:3389	Miscellaneous	Ephedra distachya	3389.0
	Cycas revoluta	Plant ID:3396	Miscellaneous	Cycas revoluta	3396.0
	Cycas circinalis	Plant ID:3397	Miscellaneous	Cycas circinalis	3397.0
	Thlaspi perfoliatum	Plant ID:126278	Miscellaneous	Thlaspi perfoliatum	126278.0
	Cochlearia danica	Plant ID:126279	Miscellaneous	Cochlearia danica	126279.0
	Ptelea baldwinii	Plant ID:1084744	Miscellaneous	Ptelea baldwinii	1084744.0
wombat berry	Wombat berry	Plant ID:101708	Miscellaneous	Eustrephus latifolius	101708.0
	Dracocephalum parviflorum	Plant ID:1150285	Miscellaneous	Dracocephalum parviflorum	1150285.0
	Lomatium gormanii	Plant ID:1502540	Miscellaneous	Lomatium gormanii	1502540.0
southern magnolia	Southern magnolia	Plant ID:3406	Miscellaneous	Magnolia grandiflora	3406.0
	Magnolia hypoleuca	Plant ID:3408	Miscellaneous	Magnolia hypoleuca	3408.0
sweetbay	Sweetbay	Plant ID:3412	Miscellaneous	Magnolia virginiana	3412.0
	Liriodendron tulipifera	Plant ID:3415	Miscellaneous	Liriodendron tulipifera	3415.0
	Trachyspermum ammi	Plant ID:52570	Miscellaneous	Trachyspermum ammi	52570.0
	Drimys winteri	Plant ID:3419	Miscellaneous	Drimys winteri	3419.0
	Tasmannia lanceolata	Plant ID:3420	Miscellaneous	Tasmannia lanceolata	3420.0
wideleaf waterparsnip	Wideleaf waterparsnip	Plant ID:52573	Miscellaneous	Sium latifolium	52573.0
	Lonicera venulosa	Plant ID:1412446	Miscellaneous	Lonicera venulosa	1412446.0
limeberry	Limeberry	Plant ID:159070	Miscellaneous	Triphasia trifolia	159070.0
	Zanthoxylum ailanthoides	Plant ID:159071	Miscellaneous	Zanthoxylum ailanthoides	159071.0
american holly	American holly	Plant ID:101729	Miscellaneous	Ilex opaca	101729.0
barbasco; wild cinnamon; curbana	Barbasco	Plant ID:3426	Miscellaneous	Canella winterana	3426.0
carolina allspice; eastern sweetshrub	Carolina allspice	Plant ID:3429	Miscellaneous	Calycanthus floridus	3429.0
western sweetshrub; california allspice	Western sweetshrub	Plant ID:3430	Miscellaneous	Calycanthus occidentalis	3430.0
big marigold; african marigold	Big marigold	Plant ID:13708	Miscellaneous	Tagetes erecta	13708.0
	Dictamnus albus	Plant ID:298346	Miscellaneous	Dictamnus albus	298346.0
mexican avocado; avocado	Mexican avocado	Plant ID:3435	Fruit	Persea americana	3435.0
red bay	Red bay	Plant ID:3436	Miscellaneous	Persea borbonia	3436.0
california bay tree; california bay	California bay tree	Plant ID:3438	Miscellaneous	Umbellularia californica	3438.0
	Aconitum volubile	Plant ID:85361	Miscellaneous	Aconitum volubile	85361.0
	Quercus lusitanica	Plant ID:568689	Miscellaneous	Quercus lusitanica	568689.0
love in a mist; love in mists; jack in the green	Love in a mist	Plant ID:3444	Miscellaneous	Nigella damascena	3444.0
tall buttercup; cmmon buttercup	Tall buttercup	Plant ID:3447	Miscellaneous	Ranunculus acris	3447.0
blue honeysuckle	Blue honeysuckle	Plant ID:134520	Miscellaneous	Lonicera caerulea	134520.0
	Caltha palustris	Plant ID:3449	Miscellaneous	Caltha palustris	3449.0
twinberry	Twinberry	Plant ID:134521	Miscellaneous	Lonicera involucrata	134521.0
	Aquilegia vulgaris	Plant ID:3451	Miscellaneous	Aquilegia vulgaris	3451.0
	Chaerophyllum villosum	Plant ID:1592700	Miscellaneous	Chaerophyllum villosum	1592700.0
	Quercus aucheri	Plant ID:568698	Miscellaneous	Quercus aucheri	568698.0
	Quercus floribunda	Plant ID:568700	Miscellaneous	Quercus floribunda	568700.0
	Rubia cordifolia	Plant ID:339321	Plant	Rubia cordifolia	339321.0
	Rubus alexeterius	Plant ID:421239	Miscellaneous	Rubus alexeterius	421239.0
serendipity berry	Serendipity berry	Plant ID:3457	Miscellaneous	Dioscoreophyllum cumminsii	3457.0
	Eleutherococcus sieboldianus	Plant ID:257409	Miscellaneous	Eleutherococcus sieboldianus	257409.0
	Hemerocallis dumortieri	Plant ID:216451	Miscellaneous	Hemerocallis dumortieri	216451.0
	Rubus ichangensis	Plant ID:421244	Miscellaneous	Rubus ichangensis	421244.0
	Rubus innominatus	Plant ID:421246	Miscellaneous	Rubus innominatus	421246.0
	Rubus lasiostylus	Plant ID:421248	Miscellaneous	Rubus lasiostylus	421248.0
	Rubus macilentus	Plant ID:421249	Miscellaneous	Rubus macilentus	421249.0
	Rubus setchuenensis	Plant ID:421253	Miscellaneous	Rubus setchuenensis	421253.0
yellow centaury; st. Barnaby's thistle; golden star thistle	Yellow centaury	Plant ID:347529	Miscellaneous	Centaurea solstitialis	347529.0
	Rubus stellatus	Plant ID:421254	Miscellaneous	Rubus stellatus	421254.0
california poppy	California poppy	Plant ID:3467	Miscellaneous	Eschscholzia californica	3467.0
	Solanecio biafrae	Plant ID:904580	Miscellaneous	Solanecio biafrae	904580.0
opium poppy	Opium poppy	Plant ID:3469	Herbs and Spices	Papaver somniferum	3469.0
	Eragrostis pilosa	Plant ID:208273	Miscellaneous	Eragrostis pilosa	208273.0
	Solanum americanum	Plant ID:109975	Miscellaneous	Solanum americanum	109975.0
marijuana; hemp	Marijuana	Plant ID:3483	Miscellaneous	Cannabis sativa	3483.0
	Chionanthus virginicus	Plant ID:126363	Miscellaneous	Chionanthus virginicus	126363.0
japanese hop; kana mugura	Japanese hop	Plant ID:3485	Miscellaneous	Humulus japonicus	3485.0
	Aquilegia flavescens	Plant ID:560542	Miscellaneous	Aquilegia flavescens	560542.0
european hop; common hop	European hop	Plant ID:3486	Plant	Humulus lupulus	3486.0
spiny holdback	Spiny holdback	Plant ID:191904	Miscellaneous	Tara spinosa	191904.0
jackfruit	Jackfruit	Plant ID:3489	Fruit	Artocarpus heterophyllus	3489.0
campedak; chempedak	Campedak	Plant ID:3490	Miscellaneous	Artocarpus integer	3490.0
	Loncomelos pyrenaicum	Plant ID:535972	Miscellaneous	Loncomelos pyrenaicum	535972.0
	Euphrasia officinalis	Plant ID:290213	Miscellaneous	Euphrasia officinalis	290213.0
common fig	Common fig	Plant ID:3494	Fruit	Ficus carica	3494.0
osage orange	Osage orange	Plant ID:3496	Miscellaneous	Maclura pomifera	3496.0
cuscus grass; cuscus gras; vetivergras; cuscus gra; khus khus; vetivergrass; khus khu; vetivergra	Cuscus grass	Plant ID:167337	Miscellaneous	Chrysopogon zizanioides	167337.0
guangdong mulberry; white mulberry	Guangdong mulberry	Plant ID:3498	Fruit	Morus alba	3498.0
himalayan mayapple	Himalayan mayapple	Plant ID:93608	Miscellaneous	Sinopodophyllum hexandrum	93608.0
sea radish; wild radish; jointed charlock	Sea radish	Plant ID:109996	Miscellaneous	Raphanus raphanistrum	109996.0
ginger mint; scotch spearmint; red mint	Ginger mint	Plant ID:241069	Miscellaneous	Mentha x gracilis	241069.0
	Rhodiola rhodantha	Plant ID:626094	Miscellaneous	Rhodiola rhodantha	626094.0
	Berberis pumila	Plant ID:1813935	Miscellaneous	Berberis pumila	1813935.0
stinging nettle; great nettle	Stinging nettle	Plant ID:3501	Herbs and Spices	Urtica dioica	3501.0
european white birch; white birch	European white birch	Plant ID:3505	Plant	Betula pendula	3505.0
	Berberis swaseyi	Plant ID:1813938	Miscellaneous	Berberis swaseyi	1813938.0
canoe birch; paper birch	Canoe birch	Plant ID:3507	Miscellaneous	Betula papyrifera	3507.0
black birch; river birch	Black birch	Plant ID:3508	Miscellaneous	Betula nigra	3508.0
candleberry; wax myrtle; southern bayberry	Candleberry	Plant ID:3510	Miscellaneous	Morella cerifera	3510.0
red oak; northern red oak	Red oak	Plant ID:3512	Miscellaneous	Quercus rubra	3512.0
white oak	White oak	Plant ID:3513	Miscellaneous	Quercus alba	3513.0
gray alder	Gray alder	Plant ID:3516	Miscellaneous	Alnus incana	3516.0
	Oxalis articulata	Plant ID:44476	Miscellaneous	Oxalis articulata	44476.0
burgundy rose	Burgundy rose	Plant ID:396733	Miscellaneous	Rosa x centifolia	396733.0
	Oenothera lamarckiana	Plant ID:44479	Miscellaneous	Oenothera lamarckiana	44479.0
swamp oak	Swamp oak	Plant ID:3522	Miscellaneous	Casuarina glauca	3522.0
	Casuarina equisetifolia	Plant ID:3523	Miscellaneous	Casuarina equisetifolia	3523.0
	Rhus punjabensis	Plant ID:298665	Miscellaneous	Rhus punjabensis	298665.0
	Rosa hemsleyana	Plant ID:396738	Miscellaneous	Rosa hemsleyana	396738.0
common pokeberry; virginia poke; red stem pokeweed; american pokeweed; common pokeweed	Common pokeberry	Plant ID:3527	Miscellaneous	Phytolacca americana	3527.0
indian pokeweed; food pokeweed; food pokeberry; shang lu	Indian pokeweed	Plant ID:3528	Miscellaneous	Phytolacca acinosa	3528.0
	Rosa nutkana	Plant ID:396745	Miscellaneous	Rosa nutkana	396745.0
	Forestiera acuminata	Plant ID:126413	Miscellaneous	Forestiera acuminata	126413.0
	Forestiera neomexicana	Plant ID:126415	Miscellaneous	Forestiera neomexicana	126415.0
	Rosa webbiana	Plant ID:396751	Miscellaneous	Rosa webbiana	396751.0
	Rhododendron japonicum	Plant ID:880081	Miscellaneous	Rhododendron japonicum	880081.0
chinkapin	Chinkapin	Plant ID:167378	Miscellaneous	Castanea pumila	167378.0
	Castanea seguinii	Plant ID:167379	Miscellaneous	Castanea seguinii	167379.0
autumn bent gras; autumn bent gra; autumn bent grass	Autumn bent gras	Plant ID:568787	Miscellaneous	Agrostis perennans	568787.0
	Forsythia suspensa	Plant ID:126418	Herbs and Spices	Forsythia suspensa	126418.0
	Jubaea chilensis	Plant ID:290260	Miscellaneous	Jubaea chilensis	290260.0
garden four o'clock	Garden four o'clock	Plant ID:3538	Miscellaneous	Mirabilis jalapa	3538.0
	Castanopsis delavayi	Plant ID:167384	Miscellaneous	Castanopsis delavayi	167384.0
common iceplant	Common iceplant	Plant ID:3544	Miscellaneous	Mesembryanthemum crystallinum	3544.0
	Eriophorum gracile	Plant ID:388570	Miscellaneous	Eriophorum gracile	388570.0
	Tsuga caroliniana	Plant ID:224733	Miscellaneous	Tsuga caroliniana	224733.0
	Castanopsis hystrix	Plant ID:167390	Miscellaneous	Castanopsis hystrix	167390.0
spear oracle	Spear oracle	Plant ID:3551	Miscellaneous	Atriplex patula	3551.0
italian yellow jasmine	Italian yellow jasmine	Plant ID:126430	Miscellaneous	Jasminum humile	126430.0
	Atriplex nummularia	Plant ID:3553	Miscellaneous	Atriplex nummularia	3553.0
yellow jasmine	Yellow jasmine	Plant ID:126432	Miscellaneous	Jasminum odoratissimum	126432.0
su fang hua; jessamine; common jasmine	Su fang hua	Plant ID:126433	Miscellaneous	Jasminum officinale	126433.0
	Lantana camara	Plant ID:126435	Herbs and Spices	Lantana camara	126435.0
	Luzula capitata	Plant ID:388581	Miscellaneous	Luzula capitata	388581.0
	Butia capitata	Plant ID:290278	Miscellaneous	Butia capitata	290278.0
pigweed; lamb's quarter; lamb's quarters; white goosefoot	Pigweed	Plant ID:3559	Plant	Chenopodium album	3559.0
	Clinopodium alpinum	Plant ID:224743	Miscellaneous	Clinopodium alpinum	224743.0
pigweed; red goosefoot	Pigweed	Plant ID:3560	Miscellaneous	Oxybasis rubra	3560.0
spinach	Spinach	Plant ID:3562	Vegetable	Spinacia oleracea	3562.0
	Halogeton arachnoideus	Plant ID:798184	Miscellaneous	Halogeton arachnoideus	798184.0
	Intsia palembanica	Plant ID:576999	Miscellaneous	Intsia palembanica	576999.0
blood amaranth; prince's feather; purple amaranth; pigweed; african spinach; green amaranth; slim amaranth	Blood amaranth	Plant ID:3565	Miscellaneous	Amaranthus hybridus	3565.0
	Lithocarpus corneus	Plant ID:167399	Miscellaneous	Lithocarpus corneus	167399.0
amaranth; jataco; love lies bleeding; inca wheat	Amaranth	Plant ID:3567	Vegetable	Amaranthus caudatus	3567.0
garden heliotrope; common valerian	Garden heliotrope	Plant ID:19953	Herbs and Spices	Valeriana officinalis	19953.0
carnation; clove pink	Carnation	Plant ID:3570	Miscellaneous	Dianthus caryophyllus	3570.0
	Trifolium incarnatum	Plant ID:60916	Miscellaneous	Trifolium incarnatum	60916.0
baobab	Baobab	Plant ID:69109	Miscellaneous	Adansonia digitata	69109.0
bladder parsnip	Bladder parsnip	Plant ID:585205	Miscellaneous	Lomatium utriculatum	585205.0
	Pyrus amygdaliformis	Plant ID:470518	Miscellaneous	Pyrus amygdaliformis	470518.0
	Cullen corylifolium	Plant ID:429560	Plant	Cullen corylifolium	429560.0
lebanon cedar	Lebanon cedar	Plant ID:93692	Miscellaneous	Cedrus libani	93692.0
	Pyrus pashia	Plant ID:470525	Miscellaneous	Pyrus pashia	470525.0
	Pyrus phaeocarpa	Plant ID:470526	Miscellaneous	Pyrus phaeocarpa	470526.0
	Portulaca grandiflora	Plant ID:3583	Miscellaneous	Portulaca grandiflora	3583.0
	Pyrus serrulata	Plant ID:470528	Miscellaneous	Pyrus serrulata	470528.0
southern red oak	Southern red oak	Plant ID:167422	Miscellaneous	Quercus falcata	167422.0
	Tsuga chinensis	Plant ID:93694	Miscellaneous	Tsuga chinensis	93694.0
	Lepidium rotundum	Plant ID:396803	Miscellaneous	Lepidium rotundum	396803.0
australian myrtle; coast teatree	Australian myrtle	Plant ID:511491	Miscellaneous	Leptospermum laevigatum	511491.0
ceylon spinach	Ceylon spinach	Plant ID:3589	Miscellaneous	Basella alba	3589.0
	Quercus laevis	Plant ID:167427	Miscellaneous	Quercus laevis	167427.0
	Quercus lamellosa	Plant ID:167428	Miscellaneous	Quercus lamellosa	167428.0
green carpetweed	Green carpetweed	Plant ID:3592	Miscellaneous	Mollugo verticillata	3592.0
	Tsuga mertensiana	Plant ID:93696	Miscellaneous	Tsuga mertensiana	93696.0
european mistletoe; european mistleto	European mistletoe	Plant ID:3972	Fruit	Viscum album	3972.0
	Vitis aestivalis	Plant ID:3605	Miscellaneous	Vitis aestivalis	3605.0
woodbine; virginia creeper	Woodbine	Plant ID:3607	Miscellaneous	Parthenocissus quinquefolia	3607.0
	Astragalus chartostegius	Plant ID:339480	Miscellaneous	Astragalus chartostegius	339480.0
	Cleome ornithopodioides	Plant ID:511512	Miscellaneous	Cleome ornithopodioides	511512.0
hopshrub	Hopshrub	Plant ID:151065	Herbs and Spices	Dodonaea viscosa	151065.0
	Anacamptis coriophora	Plant ID:59333	Miscellaneous	Anacamptis coriophora	59333.0
lychee; litchi	Lychee	Plant ID:151069	Fruit	Litchi chinensis	151069.0
	Orchis italica	Plant ID:59334	Miscellaneous	Orchis italica	59334.0
rambutan	Rambutan	Plant ID:151071	Miscellaneous	Nephelium lappaceum	151071.0
	Hemerocallis thunbergii	Plant ID:1035807	Miscellaneous	Hemerocallis thunbergii	1035807.0
common buckwheat	Common buckwheat	Plant ID:3617	Miscellaneous	Fagopyrum esculentum	3617.0
	Hosta longipes	Plant ID:1035809	Miscellaneous	Hosta longipes	1035809.0
	Panax pseudoginseng	Plant ID:44681	Miscellaneous	Panax pseudoginseng	44681.0
bitter dock	Bitter dock	Plant ID:3619	Miscellaneous	Rumex obtusifolius	3619.0
garden rhubarb; rhubarb	Garden rhubarb	Plant ID:3621	Herbs and Spices	Rheum rhabarbarum	3621.0
	Astragalus gummifer	Plant ID:339493	Miscellaneous	Astragalus gummifer	339493.0
	Eleutherococcus japonicus	Plant ID:265765	Miscellaneous	Eleutherococcus japonicus	265765.0
	Sambucus australasica	Plant ID:44583	Miscellaneous	Sambucus australasica	44583.0
	Actinidia chinensis	Plant ID:3625	Miscellaneous	Actinidia chinensis	3625.0
	Sambucus gaudichaudiana	Plant ID:44584	Miscellaneous	Sambucus gaudichaudiana	44584.0
kiwifruit; chinese gooseberry	Kiwifruit	Plant ID:3627	Fruit	Actinidia deliciosa	3627.0
	Panax quinquefolius	Plant ID:44588	Herbs and Spices	Panax quinquefolius	44588.0
chinese lantern	Chinese lantern	Plant ID:93741	Miscellaneous	Abutilon x hybridum	93741.0
	Malus hupehensis	Plant ID:106556	Miscellaneous	Malus hupehensis	106556.0
velvetleaf; china jute; butterprint; indian mallow	Velvetleaf	Plant ID:3631	Miscellaneous	Abutilon theophrasti	3631.0
	Panax trifolius	Plant ID:44683	Miscellaneous	Panax trifolius	44683.0
	Piper borbonense	Plant ID:511536	Miscellaneous	Piper borbonense	511536.0
	Carex buxbaumii	Plant ID:241202	Miscellaneous	Carex buxbaumii	241202.0
sea island cotton; egyptian cotton	Sea island cotton	Plant ID:3634	Miscellaneous	Gossypium barbadense	3634.0
prairie crabapple	Prairie crabapple	Plant ID:106557	Miscellaneous	Malus ioensis	106557.0
	Carex elata	Plant ID:241206	Miscellaneous	Carex elata	241206.0
	Artemisia capillaris	Plant ID:265783	Herbs and Spices	Artemisia capillaris	265783.0
	Malus kansuensis	Plant ID:106558	Miscellaneous	Malus kansuensis	106558.0
chocolate; cacao; cocoa	Chocolate	Plant ID:3641	Nuts & Seeds	Theobroma cacao	3641.0
	Cicer microphyllum	Plant ID:224826	Miscellaneous	Cicer microphyllum	224826.0
	Thespesia populnea	Plant ID:3638	Medicinal	Thespesia populnea	3638.0
brazil nut	Brazil nut	Plant ID:3645	Nuts & Seeds	Bertholletia excelsa	3645.0
	Brassica cretica	Plant ID:69181	Miscellaneous	Brassica cretica	69181.0
nalta jute	Nalta jute	Plant ID:93759	Miscellaneous	Corchorus olitorius	93759.0
	Clarisia racemosa	Plant ID:871999	Miscellaneous	Clarisia racemosa	871999.0
papaya; mamon	Papaya	Plant ID:3649	Fruit	Carica papaya	3649.0
	Cola acuminata	Plant ID:93760	Miscellaneous	Cola acuminata	93760.0
mandarin orange; tangerine	Mandarin orange	Plant ID:85571	Fruit	Citrus reticulata	85571.0
red bryony	Red bryony	Plant ID:3652	Miscellaneous	Bryonia dioica	3652.0
	Glyceria acutiflora	Plant ID:388674	Miscellaneous	Glyceria acutiflora	388674.0
watermelon; wild melon; citron melon	Watermelon	Plant ID:3654	Fruit	Citrullus lanatus	3654.0
	Ixeris japonica	Plant ID:1519174	Miscellaneous	Ixeris japonica	1519174.0
snake cucumber; nutmeg melon; snap melon; honeydew; phut; persian melo; queen Anne's pocket melon; pomegranate melon; honeydew melon; oriental pickling melon; muskmelon; casaba melon; oriental melon; netted muskmelon; cantaloupe; dudaim melon	Snake cucumber	Plant ID:3656	Fruit	Cucumis melo	3656.0
	Plantago hakusanensis	Plant ID:503360	Miscellaneous	Plantago hakusanensis	503360.0
	Glyceria notata	Plant ID:388682	Miscellaneous	Glyceria notata	388682.0
cucumbers; sikkim cucumber; cucumber; nepalese cucumber; xi nan ye huang gua	Cucumbers	Plant ID:3659	Vegetable-Gourd	Cucumis sativus	3659.0
	Glyceria occidentalis	Plant ID:388683	Miscellaneous	Glyceria occidentalis	388683.0
boston marrow; winter squash; great pumpkin	Boston marrow	Plant ID:3661	Miscellaneous	Cucurbita maxima	3661.0
	Andrographis paniculata	Plant ID:175694	Herbs and Spices	Andrographis paniculata	175694.0
	Angelica japonica	Plant ID:265806	Miscellaneous	Angelica japonica	265806.0
	Carex rostrata	Plant ID:241230	Miscellaneous	Carex rostrata	241230.0
crookneck winter squash; crookneck pumpkin; ayote; canada pumpkin; lacayote; cushaw squash	Crookneck winter squash	Plant ID:3662	Miscellaneous	Cucurbita moschata	3662.0
texas gourd; ozark melon; field pumpkin; ornamental gourd; zucchini; vegetable marrow; summer crookneck squash; pattypan squash; acorn squash; wild marrow	Texas gourd	Plant ID:3663	Vegetable-Gourd	Cucurbita pepo	3663.0
